PLSCT00000016654	PANTHER:PTHR10067,PANTHER:PTHR10067:SF2
PLSCT00000012367	PANTHER:PTHR37202,PANTHER:PTHR37202:SF1
PLSCT00000009205	PANTHER:PTHR12072,PANTHER:PTHR12072:SF4
PLSCT00000005747	PANTHER:PTHR38688,PANTHER:PTHR38688:SF1
PLSCT00000006523	PANTHER:PTHR18896,PANTHER:PTHR18896:SF60
PLSCT00000012945	PANTHER:PTHR13056
PLSCT00000009408	PANTHER:PTHR12385,PANTHER:PTHR12385:SF14
PLSCT00000018239	PANTHER:PTHR12741,PANTHER:PTHR12741:SF12
PLSCT00000015095	PANTHER:PTHR14614,PANTHER:PTHR14614:SF3
PLSCT00000004131	PANTHER:PTHR10250,PANTHER:PTHR10250:SF16
PLSCT00000019037	PANTHER:PTHR10231,PANTHER:PTHR10231:SF25
PLSCT00000000627	PANTHER:PTHR13343,PANTHER:PTHR13343:SF14
PLSCT00000013550	PANTHER:PTHR22850,PANTHER:PTHR22850:SF85
PLSCT00000004061	PANTHER:PTHR35478,PANTHER:PTHR35478:SF1
PLSCT00000008194	PANTHER:PTHR12847,PANTHER:PTHR12847:SF6
PLSCT00000015121	PANTHER:PTHR15371,PANTHER:PTHR15371:SF1
PLSCT00000004643	PANTHER:PTHR12400,PANTHER:PTHR12400:SF51
PLSCT00000001903	PANTHER:PTHR10231,PANTHER:PTHR10231:SF3
PLSCT00000018164	PANTHER:PTHR19878
PLSCT00000020690	PANTHER:PTHR11528,PANTHER:PTHR11528:SF54
PLSCT00000019679	PANTHER:PTHR12609
PLSCT00000001450	PANTHER:PTHR11757,PANTHER:PTHR11757:SF2
PLSCT00000002906	PANTHER:PTHR21257,PANTHER:PTHR21257:SF34
PLSCT00000021289	PANTHER:PTHR21818,PANTHER:PTHR21818:SF0
PLSCT00000002836	PANTHER:PTHR31319,PANTHER:PTHR31319:SF1
PLSCT00000004052	PANTHER:PTHR12526,PANTHER:PTHR12526:SF337
PLSCT00000004387	PANTHER:PTHR11695,PANTHER:PTHR11695:SF610
PLSCT00000016068	PANTHER:PTHR35319,PANTHER:PTHR35319:SF2
PLSCT00000008621	PANTHER:PTHR31238,PANTHER:PTHR31238:SF41
PLSCT00000018446	PANTHER:PTHR31933,PANTHER:PTHR31933:SF3
PLSCT00000019607	PANTHER:PTHR13363,PANTHER:PTHR13363:SF1
PLSCT00000005216	PANTHER:PTHR21224,PANTHER:PTHR21224:SF1
PLSCT00000011697	PANTHER:PTHR10108,PANTHER:PTHR10108:SF795
PLSCT00000002970	PANTHER:PTHR12146,PANTHER:PTHR12146:SF7
PLSCT00000007907	PANTHER:PTHR21015,PANTHER:PTHR21015:SF28
PLSCT00000004114	PANTHER:PTHR11757,PANTHER:PTHR11757:SF12
PLSCT00000017890	PANTHER:PTHR10366,PANTHER:PTHR10366:SF355
PLSCT00000018117	PANTHER:PTHR22850,PANTHER:PTHR22850:SF2
PLSCT00000013187	PANTHER:PTHR33400,PANTHER:PTHR33400:SF2
PLSCT00000007567	PANTHER:PTHR21327,PANTHER:PTHR21327:SF11
PLSCT00000002622	PANTHER:PTHR10758,PANTHER:PTHR10758:SF3
PLSCT00000015885	PANTHER:PTHR19919
PLSCT00000010356	PANTHER:PTHR15852,PANTHER:PTHR15852:SF8
PLSCT00000009247	PANTHER:PTHR24092,PANTHER:PTHR24092:SF74
PLSCT00000006070	PANTHER:PTHR10992,PANTHER:PTHR10992:SF804
PLSCT00000003756	PANTHER:PTHR24015
PLSCT00000009214	PANTHER:PTHR11040,PANTHER:PTHR11040:SF44
PLSCT00000004618	PANTHER:PTHR31851,PANTHER:PTHR31851:SF16
PLSCT00000018320	PANTHER:PTHR23058,PANTHER:PTHR23058:SF0
PLSCT00000003633	PANTHER:PTHR11753,PANTHER:PTHR11753:SF2
PLSCT00000014954	PANTHER:PTHR21649,PANTHER:PTHR21649:SF11
PLSCT00000018988	PANTHER:PTHR33566,PANTHER:PTHR33566:SF1
PLSCT00000014908	PANTHER:PTHR22891,PANTHER:PTHR22891:SF57
PLSCT00000009621	PANTHER:PTHR21231,PANTHER:PTHR21231:SF7
PLSCT00000020483	PANTHER:PTHR19957,PANTHER:PTHR19957:SF80
PLSCT00000006865	PANTHER:PTHR24092,PANTHER:PTHR24092:SF75
PLSCT00000016194	PANTHER:PTHR36769,PANTHER:PTHR36769:SF1
PLSCT00000020214	PANTHER:PTHR33600,PANTHER:PTHR33600:SF3
PLSCT00000003980	PANTHER:PTHR18921
PLSCT00000021005	PANTHER:PTHR11093
PLSCT00000013604	PANTHER:PTHR14289,PANTHER:PTHR14289:SF16
PLSCT00000013942	PANTHER:PTHR36395
PLSCT00000020521	PANTHER:PTHR33625,PANTHER:PTHR33625:SF4
PLSCT00000002986	PANTHER:PTHR31499,PANTHER:PTHR31499:SF2
PLSCT00000021493	PANTHER:PTHR11645,PANTHER:PTHR11645:SF28
PLSCT00000017110	PANTHER:PTHR10362,PANTHER:PTHR10362:SF18
PLSCT00000003856	PANTHER:PTHR31301
PLSCT00000002991	PANTHER:PTHR11732,PANTHER:PTHR11732:SF255
PLSCT00000007394	PANTHER:PTHR27001,PANTHER:PTHR27001:SF70
PLSCT00000004509	PANTHER:PTHR24089,PANTHER:PTHR24089:SF270
PLSCT00000006028	PANTHER:PTHR10302,PANTHER:PTHR10302:SF0
PLSCT00000007309	PANTHER:PTHR12917,PANTHER:PTHR12917:SF1
PLSCT00000016685	PANTHER:PTHR34557,PANTHER:PTHR34557:SF1
PLSCT00000014501	PANTHER:PTHR22780,PANTHER:PTHR22780:SF4
PLSCT00000012963	PANTHER:PTHR11695,PANTHER:PTHR11695:SF579
PLSCT00000017375	PANTHER:PTHR24423,PANTHER:PTHR24423:SF525
PLSCT00000017534	PANTHER:PTHR11685,PANTHER:PTHR11685:SF135
PLSCT00000009213	PANTHER:PTHR11040,PANTHER:PTHR11040:SF44
PLSCT00000008062	PANTHER:PTHR11200,PANTHER:PTHR11200:SF128
PLSCT00000018587	PANTHER:PTHR13068,PANTHER:PTHR13068:SF4
PLSCT00000013217	PANTHER:PTHR14978,PANTHER:PTHR14978:SF0
PLSCT00000008588	PANTHER:PTHR12729,PANTHER:PTHR12729:SF6
PLSCT00000007494	PANTHER:PTHR23074,PANTHER:PTHR23074:SF93
PLSCT00000009437	PANTHER:PTHR22811,PANTHER:PTHR22811:SF47
PLSCT00000005890	PANTHER:PTHR21311,PANTHER:PTHR21311:SF0
PLSCT00000004126	PANTHER:PTHR21649,PANTHER:PTHR21649:SF8
PLSCT00000006635	PANTHER:PTHR31062,PANTHER:PTHR31062:SF15
PLSCT00000005898	PANTHER:PTHR27001,PANTHER:PTHR27001:SF224
PLSCT00000002415	PANTHER:PTHR11715
PLSCT00000005390	PANTHER:PTHR11246,PANTHER:PTHR11246:SF1
PLSCT00000018477	PANTHER:PTHR15728,PANTHER:PTHR15728:SF0
PLSCT00000021561	PANTHER:PTHR11679,PANTHER:PTHR11679:SF30
PLSCT00000005251	PANTHER:PTHR12834
PLSCT00000009416	PANTHER:PTHR23130,PANTHER:PTHR23130:SF67
PLSCT00000007491	PANTHER:PTHR11560
PLSCT00000004441	PANTHER:PTHR37384
PLSCT00000017582	PANTHER:PTHR31585,PANTHER:PTHR31585:SF23
PLSCT00000021199	PANTHER:PTHR11702,PANTHER:PTHR11702:SF28
PLSCT00000018710	PANTHER:PTHR23064
PLSCT00000011662	PANTHER:PTHR36348,PANTHER:PTHR36348:SF1
PLSCT00000007486	PANTHER:PTHR10641,PANTHER:PTHR10641:SF473
PLSCT00000013028	PANTHER:PTHR24115,PANTHER:PTHR24115:SF417
PLSCT00000015194	PANTHER:PTHR10631,PANTHER:PTHR10631:SF3
PLSCT00000008112	PANTHER:PTHR24064,PANTHER:PTHR24064:SF279
PLSCT00000011300	PANTHER:PTHR11132,PANTHER:PTHR11132:SF93
PLSCT00000001085	PANTHER:PTHR31235
PLSCT00000001724	PANTHER:PTHR10359,PANTHER:PTHR10359:SF31
PLSCT00000009026	PANTHER:PTHR32116,PANTHER:PTHR32116:SF20
PLSCT00000008101	PANTHER:PTHR17605
PLSCT00000019164	PANTHER:PTHR18929,PANTHER:PTHR18929:SF109
PLSCT00000011692	PANTHER:PTHR31471,PANTHER:PTHR31471:SF7
PLSCT00000002150	PANTHER:PTHR10772,PANTHER:PTHR10772:SF13
PLSCT00000011584	PANTHER:PTHR11703,PANTHER:PTHR11703:SF0
PLSCT00000002275	PANTHER:PTHR35748
PLSCT00000016315	PANTHER:PTHR11014,PANTHER:PTHR11014:SF56
PLSCT00000011490	PANTHER:PTHR22939,PANTHER:PTHR22939:SF67
PLSCT00000015966	PANTHER:PTHR10782,PANTHER:PTHR10782:SF4
PLSCT00000013096	PANTHER:PTHR22762,PANTHER:PTHR22762:SF82
PLSCT00000019626	PANTHER:PTHR22884,PANTHER:PTHR22884:SF340
PLSCT00000009321	PANTHER:PTHR35552,PANTHER:PTHR35552:SF1
PLSCT00000000399	PANTHER:PTHR10108,PANTHER:PTHR10108:SF867
PLSCT00000005381	PANTHER:PTHR13734,PANTHER:PTHR13734:SF47
PLSCT00000013789	PANTHER:PTHR24351
PLSCT00000011474	PANTHER:PTHR11811,PANTHER:PTHR11811:SF33
PLSCT00000009304	PANTHER:PTHR16038,PANTHER:PTHR16038:SF4
PLSCT00000005481	PANTHER:PTHR11751,PANTHER:PTHR11751:SF3
PLSCT00000020636	PANTHER:PTHR24015,PANTHER:PTHR24015:SF319
PLSCT00000003513	PANTHER:PTHR27002
PLSCT00000006840	PANTHER:PTHR12549
PLSCT00000013503	PANTHER:PTHR23076,PANTHER:PTHR23076:SF56
PLSCT00000008839	PANTHER:PTHR13271,PANTHER:PTHR13271:SF19
PLSCT00000000845	PANTHER:PTHR11702
PLSCT00000016925	PANTHER:PTHR24298
PLSCT00000005340	PANTHER:PTHR19378,PANTHER:PTHR19378:SF0
PLSCT00000014921	PANTHER:PTHR31692,PANTHER:PTHR31692:SF3
PLSCT00000010559	PANTHER:PTHR24031,PANTHER:PTHR24031:SF292
PLSCT00000011489	PANTHER:PTHR24067,PANTHER:PTHR24067:SF145
PLSCT00000000822	PANTHER:PTHR11206,PANTHER:PTHR11206:SF137
PLSCT00000001294	PANTHER:PTHR27003,PANTHER:PTHR27003:SF71
PLSCT00000016450	PANTHER:PTHR31280,PANTHER:PTHR31280:SF2
PLSCT00000001506	PANTHER:PTHR24326,PANTHER:PTHR24326:SF156
PLSCT00000016693	PANTHER:PTHR14194,PANTHER:PTHR14194:SF81
PLSCT00000011876	PANTHER:PTHR11615,PANTHER:PTHR11615:SF159
PLSCT00000001473	PANTHER:PTHR24012,PANTHER:PTHR24012:SF376
PLSCT00000016269	PANTHER:PTHR12455,PANTHER:PTHR12455:SF0
PLSCT00000006703	PANTHER:PTHR11817,PANTHER:PTHR11817:SF5
PLSCT00000004686	PANTHER:PTHR33178,PANTHER:PTHR33178:SF1
PLSCT00000014897	PANTHER:PTHR31945,PANTHER:PTHR31945:SF5
PLSCT00000008769	PANTHER:PTHR33390,PANTHER:PTHR33390:SF1
PLSCT00000010380	PANTHER:PTHR11830
PLSCT00000012412	PANTHER:PTHR11177,PANTHER:PTHR11177:SF167
PLSCT00000004994	PANTHER:PTHR11374,PANTHER:PTHR11374:SF28
PLSCT00000003724	PANTHER:PTHR12714,PANTHER:PTHR12714:SF4
PLSCT00000017989	PANTHER:PTHR24007
PLSCT00000009725	PANTHER:PTHR22983,PANTHER:PTHR22983:SF15
PLSCT00000009314	PANTHER:PTHR35467,PANTHER:PTHR35467:SF2
PLSCT00000011030	PANTHER:PTHR11588,PANTHER:PTHR11588:SF48
PLSCT00000010548	PANTHER:PTHR12888,PANTHER:PTHR12888:SF0
PLSCT00000016683	PANTHER:PTHR22891,PANTHER:PTHR22891:SF37
PLSCT00000002060	PANTHER:PTHR12411,PANTHER:PTHR12411:SF340
PLSCT00000010785	PANTHER:PTHR11871
PLSCT00000014720	PANTHER:PTHR22870,PANTHER:PTHR22870:SF193
PLSCT00000009000	PANTHER:PTHR22847,PANTHER:PTHR22847:SF422
PLSCT00000012679	PANTHER:PTHR13902
PLSCT00000006766	PANTHER:PTHR10029,PANTHER:PTHR10029:SF3
PLSCT00000014975	PANTHER:PTHR31132,PANTHER:PTHR31132:SF2
PLSCT00000008842	PANTHER:PTHR23336,PANTHER:PTHR23336:SF7
PLSCT00000008553	PANTHER:PTHR34658,PANTHER:PTHR34658:SF2
PLSCT00000021523	PANTHER:PTHR12537,PANTHER:PTHR12537:SF74
PLSCT00000005167	PANTHER:PTHR27006
PLSCT00000020463	PANTHER:PTHR11851,PANTHER:PTHR11851:SF155
PLSCT00000003079	PANTHER:PTHR23131,PANTHER:PTHR23131:SF2
PLSCT00000003478	PANTHER:PTHR34214,PANTHER:PTHR34214:SF3
PLSCT00000003192	PANTHER:PTHR10926,PANTHER:PTHR10926:SF28
PLSCT00000018187	PANTHER:PTHR27007
PLSCT00000016609	PANTHER:PTHR24078,PANTHER:PTHR24078:SF268
PLSCT00000011068	PANTHER:PTHR10903,PANTHER:PTHR10903:SF65
PLSCT00000018980	PANTHER:PTHR32191,PANTHER:PTHR32191:SF2
PLSCT00000005515	PANTHER:PTHR11274,PANTHER:PTHR11274:SF0
PLSCT00000012665	PANTHER:PTHR11620,PANTHER:PTHR11620:SF23
PLSCT00000020382	PANTHER:PTHR12956,PANTHER:PTHR12956:SF24
PLSCT00000008519	PANTHER:PTHR24089,PANTHER:PTHR24089:SF369
PLSCT00000009975	PANTHER:PTHR11200,PANTHER:PTHR11200:SF136
PLSCT00000004481	PANTHER:PTHR30603,PANTHER:PTHR30603:SF14
PLSCT00000006045	PANTHER:PTHR21256,PANTHER:PTHR21256:SF2
PLSCT00000019788	PANTHER:PTHR31480,PANTHER:PTHR31480:SF2
PLSCT00000010804	PANTHER:PTHR10174,PANTHER:PTHR10174:SF149
PLSCT00000000850	PANTHER:PTHR11214,PANTHER:PTHR11214:SF85
PLSCT00000011612	PANTHER:PTHR10037
PLSCT00000018475	PANTHER:PTHR23050
PLSCT00000005948	PANTHER:PTHR10366,PANTHER:PTHR10366:SF326
PLSCT00000001175	PANTHER:PTHR10683,PANTHER:PTHR10683:SF6
PLSCT00000006867	PANTHER:PTHR11136,PANTHER:PTHR11136:SF5
PLSCT00000007313	PANTHER:PTHR19288,PANTHER:PTHR19288:SF25
PLSCT00000003770	PANTHER:PTHR31680,PANTHER:PTHR31680:SF2
PLSCT00000000752	PANTHER:PTHR31985
PLSCT00000006317	PANTHER:PTHR13078
PLSCT00000020918	PANTHER:PTHR31218,PANTHER:PTHR31218:SF1
PLSCT00000000735	PANTHER:PTHR23289,PANTHER:PTHR23289:SF2
PLSCT00000007097	PANTHER:PTHR12514,PANTHER:PTHR12514:SF1
PLSCT00000012716	PANTHER:PTHR12867
PLSCT00000001608	PANTHER:PTHR11102,PANTHER:PTHR11102:SF84
PLSCT00000006284	PANTHER:PTHR24326,PANTHER:PTHR24326:SF156
PLSCT00000007697	PANTHER:PTHR11158,PANTHER:PTHR11158:SF17
PLSCT00000019170	PANTHER:PTHR22778,PANTHER:PTHR22778:SF0
PLSCT00000002438	PANTHER:PTHR12677,PANTHER:PTHR12677:SF29
PLSCT00000020342	PANTHER:PTHR19375,PANTHER:PTHR19375:SF232
PLSCT00000009524	PANTHER:PTHR24193
PLSCT00000004231	PANTHER:PTHR35551,PANTHER:PTHR35551:SF1
PLSCT00000011891	PANTHER:PTHR13258
PLSCT00000003292	PANTHER:PTHR10261
PLSCT00000004847	PANTHER:PTHR33643,PANTHER:PTHR33643:SF1
PLSCT00000014062	PANTHER:PTHR10840
PLSCT00000001197	PANTHER:PTHR31741,PANTHER:PTHR31741:SF1
PLSCT00000003191	PANTHER:PTHR11247,PANTHER:PTHR11247:SF1
PLSCT00000004706	PANTHER:PTHR24089,PANTHER:PTHR24089:SF396
PLSCT00000017493	PANTHER:PTHR12838
PLSCT00000016931	PANTHER:PTHR11785,PANTHER:PTHR11785:SF355
PLSCT00000021118	PANTHER:PTHR32285,PANTHER:PTHR32285:SF63
PLSCT00000002397	PANTHER:PTHR10457,PANTHER:PTHR10457:SF11
PLSCT00000006600	PANTHER:PTHR11801
PLSCT00000009697	PANTHER:PTHR20961,PANTHER:PTHR20961:SF8
PLSCT00000004737	PANTHER:PTHR10992,PANTHER:PTHR10992:SF866
PLSCT00000014822	PANTHER:PTHR11736,PANTHER:PTHR11736:SF14
PLSCT00000019449	PANTHER:PTHR13832,PANTHER:PTHR13832:SF193
PLSCT00000002030	PANTHER:PTHR11711,PANTHER:PTHR11711:SF142
PLSCT00000001389	PANTHER:PTHR23359,PANTHER:PTHR23359:SF100
PLSCT00000012299	PANTHER:PTHR34048,PANTHER:PTHR34048:SF3
PLSCT00000019887	PANTHER:PTHR22835,PANTHER:PTHR22835:SF216
PLSCT00000015507	PANTHER:PTHR23056,PANTHER:PTHR23056:SF19
PLSCT00000008721	PANTHER:PTHR24015
PLSCT00000016145	PANTHER:PTHR33739,PANTHER:PTHR33739:SF3
PLSCT00000013747	PANTHER:PTHR11062,PANTHER:PTHR11062:SF44
PLSCT00000011435	PANTHER:PTHR23185,PANTHER:PTHR23185:SF0
PLSCT00000004733	PANTHER:PTHR14986,PANTHER:PTHR14986:SF4
PLSCT00000017629	PANTHER:PTHR10183,PANTHER:PTHR10183:SF299
PLSCT00000006807	PANTHER:PTHR17583
PLSCT00000019027	PANTHER:PTHR12722
PLSCT00000015911	PANTHER:PTHR19432,PANTHER:PTHR19432:SF38
PLSCT00000016605	PANTHER:PTHR11119,PANTHER:PTHR11119:SF36
PLSCT00000008076	PANTHER:PTHR31970,PANTHER:PTHR31970:SF0
PLSCT00000015144	PANTHER:PTHR12360
PLSCT00000011127	PANTHER:PTHR31038,PANTHER:PTHR31038:SF2
PLSCT00000002879	PANTHER:PTHR12760
PLSCT00000008237	PANTHER:PTHR20854,PANTHER:PTHR20854:SF34
PLSCT00000002173	PANTHER:PTHR14194
PLSCT00000020566	PANTHER:PTHR15367
PLSCT00000000233	PANTHER:PTHR24096,PANTHER:PTHR24096:SF134
PLSCT00000013583	PANTHER:PTHR21666
PLSCT00000003688	PANTHER:PTHR10543,PANTHER:PTHR10543:SF26
PLSCT00000015593	PANTHER:PTHR22807,PANTHER:PTHR22807:SF4
PLSCT00000020917	PANTHER:PTHR11711,PANTHER:PTHR11711:SF178
PLSCT00000004317	PANTHER:PTHR21493,PANTHER:PTHR21493:SF140
PLSCT00000002268	PANTHER:PTHR24078,PANTHER:PTHR24078:SF310
PLSCT00000016426	PANTHER:PTHR10133,PANTHER:PTHR10133:SF35
PLSCT00000004832	PANTHER:PTHR11562,PANTHER:PTHR11562:SF31
PLSCT00000002124	PANTHER:PTHR11048,PANTHER:PTHR11048:SF26
PLSCT00000006338	PANTHER:PTHR12387
PLSCT00000013921	PANTHER:PTHR10715
PLSCT00000001914	PANTHER:PTHR12210,PANTHER:PTHR12210:SF49
PLSCT00000016992	PANTHER:PTHR23270,PANTHER:PTHR23270:SF10
PLSCT00000008267	PANTHER:PTHR35766,PANTHER:PTHR35766:SF1
PLSCT00000013142	PANTHER:PTHR14958,PANTHER:PTHR14958:SF15
PLSCT00000005588	PANTHER:PTHR11527,PANTHER:PTHR11527:SF172
PLSCT00000018598	PANTHER:PTHR17630,PANTHER:PTHR17630:SF42
PLSCT00000012930	PANTHER:PTHR21275
PLSCT00000018196	PANTHER:PTHR12921
PLSCT00000013273	PANTHER:PTHR15967
PLSCT00000018403	PANTHER:PTHR11588,PANTHER:PTHR11588:SF97
PLSCT00000004027	PANTHER:PTHR13087,PANTHER:PTHR13087:SF0
PLSCT00000013310	PANTHER:PTHR31403,PANTHER:PTHR31403:SF7
PLSCT00000001404	PANTHER:PTHR21367,PANTHER:PTHR21367:SF1
PLSCT00000009962	PANTHER:PTHR31235
PLSCT00000017500	PANTHER:PTHR23105,PANTHER:PTHR23105:SF55
PLSCT00000014586	PANTHER:PTHR31906,PANTHER:PTHR31906:SF6
PLSCT00000017562	PANTHER:PTHR19919
PLSCT00000012923	PANTHER:PTHR13743,PANTHER:PTHR13743:SF84
PLSCT00000004178	PANTHER:PTHR23115,PANTHER:PTHR23115:SF157
PLSCT00000007100	PANTHER:PTHR12802,PANTHER:PTHR12802:SF49
PLSCT00000019035	PANTHER:PTHR24073,PANTHER:PTHR24073:SF525
PLSCT00000013203	PANTHER:PTHR31636,PANTHER:PTHR31636:SF16
PLSCT00000014818	PANTHER:PTHR18929,PANTHER:PTHR18929:SF74
PLSCT00000018093	PANTHER:PTHR11937,PANTHER:PTHR11937:SF235
PLSCT00000002503	PANTHER:PTHR13211
PLSCT00000007123	PANTHER:PTHR36041
PLSCT00000001644	PANTHER:PTHR11668,PANTHER:PTHR11668:SF241
PLSCT00000014258	PANTHER:PTHR21512,PANTHER:PTHR21512:SF5
PLSCT00000002412	PANTHER:PTHR10366,PANTHER:PTHR10366:SF307
PLSCT00000004398	PANTHER:PTHR31213,PANTHER:PTHR31213:SF24
PLSCT00000004001	PANTHER:PTHR22847,PANTHER:PTHR22847:SF361
PLSCT00000020220	PANTHER:PTHR13131,PANTHER:PTHR13131:SF5
PLSCT00000007512	PANTHER:PTHR10026,PANTHER:PTHR10026:SF8
PLSCT00000004133	PANTHER:PTHR23079,PANTHER:PTHR23079:SF9
PLSCT00000003977	PANTHER:PTHR31741,PANTHER:PTHR31741:SF11
PLSCT00000008556	PANTHER:PTHR10742,PANTHER:PTHR10742:SF274
PLSCT00000013701	PANTHER:PTHR30612,PANTHER:PTHR30612:SF5
PLSCT00000007720	PANTHER:PTHR27001,PANTHER:PTHR27001:SF44
PLSCT00000015046	PANTHER:PTHR21493,PANTHER:PTHR21493:SF135
PLSCT00000010483	PANTHER:PTHR10742,PANTHER:PTHR10742:SF290
PLSCT00000018182	PANTHER:PTHR37229
PLSCT00000011621	PANTHER:PTHR24067,PANTHER:PTHR24067:SF147
PLSCT00000021514	PANTHER:PTHR10050,PANTHER:PTHR10050:SF33
PLSCT00000007752	PANTHER:PTHR19376,PANTHER:PTHR19376:SF32
PLSCT00000017231	PANTHER:PTHR11847
PLSCT00000017591	PANTHER:PTHR34214,PANTHER:PTHR34214:SF1
PLSCT00000018282	PANTHER:PTHR27003,PANTHER:PTHR27003:SF117
PLSCT00000021007	PANTHER:PTHR11476,PANTHER:PTHR11476:SF5
PLSCT00000012769	PANTHER:PTHR22780,PANTHER:PTHR22780:SF5
PLSCT00000005821	PANTHER:PTHR13301,PANTHER:PTHR13301:SF28
PLSCT00000013833	PANTHER:PTHR19139,PANTHER:PTHR19139:SF90
PLSCT00000004716	PANTHER:PTHR14523,PANTHER:PTHR14523:SF1
PLSCT00000016586	PANTHER:PTHR24006,PANTHER:PTHR24006:SF458
PLSCT00000005905	PANTHER:PTHR12001,PANTHER:PTHR12001:SF18
PLSCT00000003514	PANTHER:PTHR16189,PANTHER:PTHR16189:SF0
PLSCT00000019208	PANTHER:PTHR10322,PANTHER:PTHR10322:SF21
PLSCT00000007116	PANTHER:PTHR11695,PANTHER:PTHR11695:SF5
PLSCT00000018521	PANTHER:PTHR16166,PANTHER:PTHR16166:SF98
PLSCT00000005038	PANTHER:PTHR31985,PANTHER:PTHR31985:SF5
PLSCT00000011654	PANTHER:PTHR13710,PANTHER:PTHR13710:SF72
PLSCT00000009341	PANTHER:PTHR10632
PLSCT00000006438	PANTHER:PTHR23115,PANTHER:PTHR23115:SF186
PLSCT00000021335	PANTHER:PTHR31190,PANTHER:PTHR31190:SF30
PLSCT00000011727	PANTHER:PTHR35737
PLSCT00000002419	PANTHER:PTHR22573,PANTHER:PTHR22573:SF56
PLSCT00000006752	PANTHER:PTHR10663,PANTHER:PTHR10663:SF163
PLSCT00000006633	PANTHER:PTHR15970,PANTHER:PTHR15970:SF2
PLSCT00000019490	PANTHER:PTHR24349
PLSCT00000013648	PANTHER:PTHR10412,PANTHER:PTHR10412:SF10
PLSCT00000002581	PANTHER:PTHR12825,PANTHER:PTHR12825:SF0
PLSCT00000003206	PANTHER:PTHR10378,PANTHER:PTHR10378:SF10
PLSCT00000015388	PANTHER:PTHR12867
PLSCT00000014039	PANTHER:PTHR33987
PLSCT00000014401	PANTHER:PTHR12526,PANTHER:PTHR12526:SF337
PLSCT00000001904	PANTHER:PTHR24298
PLSCT00000006446	PANTHER:PTHR10891,PANTHER:PTHR10891:SF386
PLSCT00000013879	PANTHER:PTHR14490
PLSCT00000007617	PANTHER:PTHR24068
PLSCT00000012019	PANTHER:PTHR19980
PLSCT00000010043	PANTHER:PTHR24322,PANTHER:PTHR24322:SF502
PLSCT00000001777	PANTHER:PTHR10357,PANTHER:PTHR10357:SF99
PLSCT00000011907	PANTHER:PTHR31439,PANTHER:PTHR31439:SF2
PLSCT00000010933	PANTHER:PTHR10003,PANTHER:PTHR10003:SF34
PLSCT00000002859	PANTHER:PTHR24015
PLSCT00000004172	PANTHER:PTHR10544
PLSCT00000021183	PANTHER:PTHR16166,PANTHER:PTHR16166:SF100
PLSCT00000018295	PANTHER:PTHR24006
PLSCT00000018763	PANTHER:PTHR34574,PANTHER:PTHR34574:SF2
PLSCT00000020188	PANTHER:PTHR13360,PANTHER:PTHR13360:SF1
PLSCT00000006298	PANTHER:PTHR24361,PANTHER:PTHR24361:SF25
PLSCT00000001104	PANTHER:PTHR13878,PANTHER:PTHR13878:SF37
PLSCT00000002074	PANTHER:PTHR10859,PANTHER:PTHR10859:SF91
PLSCT00000000448	PANTHER:PTHR10797,PANTHER:PTHR10797:SF0
PLSCT00000012122	PANTHER:PTHR10381,PANTHER:PTHR10381:SF18
PLSCT00000014137	PANTHER:PTHR11206,PANTHER:PTHR11206:SF60
PLSCT00000002729	PANTHER:PTHR10145,PANTHER:PTHR10145:SF6
PLSCT00000005248	PANTHER:PTHR11753
PLSCT00000005212	PANTHER:PTHR21224,PANTHER:PTHR21224:SF1
PLSCT00000013611	PANTHER:PTHR23056,PANTHER:PTHR23056:SF52
PLSCT00000006708	PANTHER:PTHR32379,PANTHER:PTHR32379:SF1
PLSCT00000021372	PANTHER:PTHR21738,PANTHER:PTHR21738:SF0
PLSCT00000000382	PANTHER:PTHR12276,PANTHER:PTHR12276:SF10
PLSCT00000021013	PANTHER:PTHR36079
PLSCT00000020277	PANTHER:PTHR23079,PANTHER:PTHR23079:SF9
PLSCT00000008480	PANTHER:PTHR12411,PANTHER:PTHR12411:SF342
PLSCT00000002105	PANTHER:PTHR20852,PANTHER:PTHR20852:SF35
PLSCT00000009075	PANTHER:PTHR21706,PANTHER:PTHR21706:SF15
PLSCT00000006621	PANTHER:PTHR23155
PLSCT00000006096	PANTHER:PTHR24012,PANTHER:PTHR24012:SF379
PLSCT00000006764	PANTHER:PTHR19957,PANTHER:PTHR19957:SF83
PLSCT00000006793	PANTHER:PTHR12403,PANTHER:PTHR12403:SF14
PLSCT00000018652	PANTHER:PTHR23406,PANTHER:PTHR23406:SF32
PLSCT00000006965	PANTHER:PTHR24058,PANTHER:PTHR24058:SF44
PLSCT00000011130	PANTHER:PTHR22883,PANTHER:PTHR22883:SF15
PLSCT00000012828	PANTHER:PTHR14190,PANTHER:PTHR14190:SF7
PLSCT00000016340	PANTHER:PTHR30525,PANTHER:PTHR30525:SF2
PLSCT00000012222	PANTHER:PTHR19139,PANTHER:PTHR19139:SF158
PLSCT00000020795	PANTHER:PTHR21394
PLSCT00000003324	PANTHER:PTHR24012,PANTHER:PTHR24012:SF421
PLSCT00000002987	PANTHER:PTHR31499,PANTHER:PTHR31499:SF2
PLSCT00000001242	PANTHER:PTHR13018,PANTHER:PTHR13018:SF47
PLSCT00000017378	PANTHER:PTHR31223,PANTHER:PTHR31223:SF11
