PLSCT00000018431	TIGRFAM:TIGR00574
PLSCT00000020059	TIGRFAM:TIGR01980
PLSCT00000009924	TIGRFAM:TIGR00227,TIGRFAM:TIGR00326
PLSCT00000015636	TIGRFAM:TIGR01472
PLSCT00000018292	TIGRFAM:TIGR00133
PLSCT00000002959	TIGRFAM:TIGR01030
PLSCT00000016344	TIGRFAM:TIGR00243
PLSCT00000012513	TIGRFAM:TIGR00229
PLSCT00000010811	TIGRFAM:TIGR02470
PLSCT00000007339	TIGRFAM:TIGR01251
PLSCT00000020982	TIGRFAM:TIGR01100
PLSCT00000005708	TIGRFAM:TIGR01077
PLSCT00000013317	TIGRFAM:TIGR01557
PLSCT00000007317	TIGRFAM:TIGR02397
PLSCT00000006225	TIGRFAM:TIGR00197,TIGRFAM:TIGR00558
PLSCT00000010406	TIGRFAM:TIGR00231
PLSCT00000015577	TIGRFAM:TIGR01018
PLSCT00000003029	TIGRFAM:TIGR03625
PLSCT00000014152	TIGRFAM:TIGR01146
PLSCT00000005805	TIGRFAM:TIGR00175
PLSCT00000015935	TIGRFAM:TIGR00101
PLSCT00000016433	TIGRFAM:TIGR01880
PLSCT00000010036	TIGRFAM:TIGR01830
PLSCT00000019951	TIGRFAM:TIGR04168
PLSCT00000013904	TIGRFAM:TIGR01425
PLSCT00000007662	TIGRFAM:TIGR00677
PLSCT00000007411	TIGRFAM:TIGR01569
PLSCT00000019391	TIGRFAM:TIGR00250
PLSCT00000015430	TIGRFAM:TIGR00756
PLSCT00000002486	TIGRFAM:TIGR02821
PLSCT00000010915	TIGRFAM:TIGR00884,TIGRFAM:TIGR00888
PLSCT00000012712	TIGRFAM:TIGR00756
PLSCT00000018768	TIGRFAM:TIGR00231
PLSCT00000017368	TIGRFAM:TIGR00510
PLSCT00000004935	TIGRFAM:TIGR02340
PLSCT00000004919	TIGRFAM:TIGR00456
PLSCT00000015988	TIGRFAM:TIGR01064
PLSCT00000020360	TIGRFAM:TIGR01020
PLSCT00000016320	TIGRFAM:TIGR01296
PLSCT00000010162	TIGRFAM:TIGR01436
PLSCT00000017018	TIGRFAM:TIGR00756
PLSCT00000004195	TIGRFAM:TIGR00389
PLSCT00000020707	TIGRFAM:TIGR00020
PLSCT00000002227	TIGRFAM:TIGR00590
PLSCT00000018661	TIGRFAM:TIGR00307
PLSCT00000000866	TIGRFAM:TIGR01080
PLSCT00000001970	TIGRFAM:TIGR01038
PLSCT00000000209	TIGRFAM:TIGR01159
PLSCT00000017846	TIGRFAM:TIGR00192
PLSCT00000006250	TIGRFAM:TIGR00523
PLSCT00000016538	TIGRFAM:TIGR01571
PLSCT00000016348	TIGRFAM:TIGR00243
PLSCT00000007828	TIGRFAM:TIGR00378,TIGRFAM:TIGR00846
PLSCT00000010233	TIGRFAM:TIGR01341
PLSCT00000007959	TIGRFAM:TIGR01615
PLSCT00000003425	TIGRFAM:TIGR01557
PLSCT00000014136	TIGRFAM:TIGR00797
PLSCT00000016171	TIGRFAM:TIGR00643
PLSCT00000017291	TIGRFAM:TIGR00087
PLSCT00000019046	TIGRFAM:TIGR00431
PLSCT00000007217	TIGRFAM:TIGR00685
PLSCT00000001903	TIGRFAM:TIGR00803
PLSCT00000010342	TIGRFAM:TIGR02477
PLSCT00000012950	TIGRFAM:TIGR01197
PLSCT00000009923	TIGRFAM:TIGR00057
PLSCT00000018689	TIGRFAM:TIGR00231
PLSCT00000003603	TIGRFAM:TIGR01147
PLSCT00000004052	TIGRFAM:TIGR02095
PLSCT00000017552	TIGRFAM:TIGR00003,TIGRFAM:TIGR01494
PLSCT00000004387	TIGRFAM:TIGR02824
PLSCT00000021419	TIGRFAM:TIGR01064
PLSCT00000006383	TIGRFAM:TIGR00756
PLSCT00000020908	TIGRFAM:TIGR00231
PLSCT00000010084	TIGRFAM:TIGR00218
PLSCT00000006390	TIGRFAM:TIGR01482,TIGRFAM:TIGR01484,TIGRFAM:TIGR01485
PLSCT00000004229	TIGRFAM:TIGR02021
PLSCT00000004785	TIGRFAM:TIGR01040
PLSCT00000006821	TIGRFAM:TIGR00601
PLSCT00000002484	TIGRFAM:TIGR00533
PLSCT00000009247	TIGRFAM:TIGR01494,TIGRFAM:TIGR01652
PLSCT00000003756	TIGRFAM:TIGR00756
PLSCT00000006248	TIGRFAM:TIGR00365
PLSCT00000008215	TIGRFAM:TIGR00756
PLSCT00000014925	TIGRFAM:TIGR00552
PLSCT00000005638	TIGRFAM:TIGR00756
PLSCT00000003119	TIGRFAM:TIGR01999
PLSCT00000020886	TIGRFAM:TIGR03317
PLSCT00000020671	TIGRFAM:TIGR00234
PLSCT00000008954	TIGRFAM:TIGR00231
PLSCT00000010558	TIGRFAM:TIGR00879
PLSCT00000010223	TIGRFAM:TIGR00231
PLSCT00000002047	TIGRFAM:TIGR00071
PLSCT00000007783	TIGRFAM:TIGR00713
PLSCT00000011071	TIGRFAM:TIGR00817
PLSCT00000008010	TIGRFAM:TIGR00229
PLSCT00000006368	TIGRFAM:TIGR00231
PLSCT00000006295	TIGRFAM:TIGR00229
PLSCT00000008110	TIGRFAM:TIGR03389
PLSCT00000014464	TIGRFAM:TIGR00756
PLSCT00000002986	TIGRFAM:TIGR01557
PLSCT00000013000	TIGRFAM:TIGR00756
PLSCT00000007474	TIGRFAM:TIGR00338,TIGRFAM:TIGR01488
PLSCT00000016545	TIGRFAM:TIGR01957
PLSCT00000008726	TIGRFAM:TIGR00231
PLSCT00000017243	TIGRFAM:TIGR01735
PLSCT00000008381	TIGRFAM:TIGR00214
PLSCT00000001224	TIGRFAM:TIGR01064
PLSCT00000019520	TIGRFAM:TIGR00309
PLSCT00000008129	TIGRFAM:TIGR00815
PLSCT00000009213	TIGRFAM:TIGR00820
PLSCT00000002541	TIGRFAM:TIGR00044
PLSCT00000012439	TIGRFAM:TIGR01614
PLSCT00000007253	TIGRFAM:TIGR00231
PLSCT00000007062	TIGRFAM:TIGR01242
PLSCT00000014208	TIGRFAM:TIGR00861
PLSCT00000002762	TIGRFAM:TIGR02023,TIGRFAM:TIGR02028,TIGRFAM:TIGR02032
PLSCT00000011693	TIGRFAM:TIGR01385
PLSCT00000002415	TIGRFAM:TIGR00527
PLSCT00000020956	TIGRFAM:TIGR01557
PLSCT00000006757	TIGRFAM:TIGR00685,TIGRFAM:TIGR01484
PLSCT00000019063	TIGRFAM:TIGR00103
PLSCT00000003599	TIGRFAM:TIGR01079
PLSCT00000006550	TIGRFAM:TIGR01172
PLSCT00000001583	TIGRFAM:TIGR00283
PLSCT00000003361	TIGRFAM:TIGR00296
PLSCT00000017755	TIGRFAM:TIGR00343
PLSCT00000009945	TIGRFAM:TIGR03156
PLSCT00000005812	TIGRFAM:TIGR00278
PLSCT00000000543	TIGRFAM:TIGR00089,TIGRFAM:TIGR01578
PLSCT00000015194	TIGRFAM:TIGR00308
PLSCT00000016934	TIGRFAM:TIGR02008
PLSCT00000014260	TIGRFAM:TIGR02349
PLSCT00000019598	TIGRFAM:TIGR01080
PLSCT00000010521	TIGRFAM:TIGR01146
PLSCT00000019350	TIGRFAM:TIGR00756
PLSCT00000004912	TIGRFAM:TIGR00756
PLSCT00000016315	TIGRFAM:TIGR01880
PLSCT00000019034	TIGRFAM:TIGR02250
PLSCT00000015204	TIGRFAM:TIGR01983
PLSCT00000011474	TIGRFAM:TIGR00873
PLSCT00000013789	TIGRFAM:TIGR00229
PLSCT00000020636	TIGRFAM:TIGR00756
PLSCT00000002895	TIGRFAM:TIGR01241
PLSCT00000009712	TIGRFAM:TIGR00887
PLSCT00000015032	TIGRFAM:TIGR01053
PLSCT00000003496	TIGRFAM:TIGR02766
PLSCT00000000822	TIGRFAM:TIGR00797
PLSCT00000015580	TIGRFAM:TIGR03542
PLSCT00000017761	TIGRFAM:TIGR00886
PLSCT00000011876	TIGRFAM:TIGR01569
PLSCT00000021172	TIGRFAM:TIGR01790
PLSCT00000015027	TIGRFAM:TIGR00149
PLSCT00000016584	TIGRFAM:TIGR01509
PLSCT00000020887	TIGRFAM:TIGR01160
PLSCT00000004615	TIGRFAM:TIGR01051
PLSCT00000004994	TIGRFAM:TIGR03026
PLSCT00000008893	TIGRFAM:TIGR02666
PLSCT00000015239	TIGRFAM:TIGR01569
PLSCT00000011578	TIGRFAM:TIGR00027
PLSCT00000012148	TIGRFAM:TIGR00756
PLSCT00000019195	TIGRFAM:TIGR00016
PLSCT00000020873	TIGRFAM:TIGR00116
PLSCT00000012348	TIGRFAM:TIGR01642
PLSCT00000000864	TIGRFAM:TIGR00005
PLSCT00000010002	TIGRFAM:TIGR01935
PLSCT00000000819	TIGRFAM:TIGR00797
PLSCT00000014276	TIGRFAM:TIGR00621
PLSCT00000006045	TIGRFAM:TIGR00069
PLSCT00000020397	TIGRFAM:TIGR01534
PLSCT00000013900	TIGRFAM:TIGR00756
PLSCT00000005948	TIGRFAM:TIGR01179
PLSCT00000007313	TIGRFAM:TIGR01662,TIGRFAM:TIGR01668
PLSCT00000013947	TIGRFAM:TIGR01494,TIGRFAM:TIGR01525
PLSCT00000019764	TIGRFAM:TIGR00817
PLSCT00000015953	TIGRFAM:TIGR00756
PLSCT00000021386	TIGRFAM:TIGR00227,TIGRFAM:TIGR00326
PLSCT00000002473	TIGRFAM:TIGR00687
PLSCT00000006572	TIGRFAM:TIGR00105
