PLSCT00000007050	CDD:cd04254
PLSCT00000010317	CDD:cd00165
PLSCT00000001229	CDD:cd02004,CDD:cd07035
PLSCT00000017773	CDD:cd14066
PLSCT00000002198	CDD:cd06660
PLSCT00000004425	CDD:cd00009
PLSCT00000020121	CDD:cd00609
PLSCT00000013046	CDD:cd01427
PLSCT00000005492	CDD:cd06661
PLSCT00000020627	CDD:cd00079
PLSCT00000005513	CDD:cd01335
PLSCT00000016955	CDD:cd00009
PLSCT00000020132	CDD:cd06174
PLSCT00000013424	CDD:cd00167
PLSCT00000019563	CDD:cd00162
PLSCT00000009085	CDD:cd00839
PLSCT00000011688	CDD:cd03260
PLSCT00000005651	CDD:cd00018
PLSCT00000014686	CDD:cd01719
PLSCT00000000592	CDD:cd04738
PLSCT00000003075	CDD:cd02440
PLSCT00000011081	CDD:cd02037
PLSCT00000020677	CDD:cd14066
PLSCT00000012469	CDD:cd00200
PLSCT00000008280	CDD:cd00079,CDD:cd00268
PLSCT00000014853	CDD:cd00195
PLSCT00000016919	CDD:cd08195
PLSCT00000014101	CDD:cd05381
PLSCT00000009509	CDD:cd06174
PLSCT00000012796	CDD:cd00020
PLSCT00000020024	CDD:cd00075,CDD:cd00130
PLSCT00000011764	CDD:cd00371
PLSCT00000007934	CDD:cd14066
PLSCT00000013405	CDD:cd15492,CDD:cd15571
PLSCT00000008591	CDD:cd01086
PLSCT00000013707	CDD:cd06174
PLSCT00000006654	CDD:cd00012
PLSCT00000006616	CDD:cd12195
PLSCT00000007592	CDD:cd00715,CDD:cd06223
PLSCT00000004700	CDD:cd06174
PLSCT00000006252	CDD:cd05170
PLSCT00000006741	CDD:cd02176
PLSCT00000001659	CDD:cd02435
PLSCT00000010409	CDD:cd00890
PLSCT00000012236	CDD:cd14066
PLSCT00000007267	CDD:cd05476
PLSCT00000014841	CDD:cd01285
PLSCT00000013169	CDD:cd03213
PLSCT00000018624	CDD:cd00118
PLSCT00000005036	CDD:cd06660
PLSCT00000016213	CDD:cd12152
PLSCT00000014659	CDD:cd08760
PLSCT00000014920	CDD:cd08771
PLSCT00000013174	CDD:cd00083
PLSCT00000009274	CDD:cd00079
PLSCT00000021328	CDD:cd11684
PLSCT00000001641	CDD:cd15570
PLSCT00000011233	CDD:cd06660
PLSCT00000006009	CDD:cd06450
PLSCT00000021167	CDD:cd12380,CDD:cd12381
PLSCT00000001517	CDD:cd06141
PLSCT00000000557	CDD:cd00046,CDD:cd00079
PLSCT00000015853	CDD:cd04692
PLSCT00000003202	CDD:cd03562
PLSCT00000020317	CDD:cd02174
PLSCT00000005835	CDD:cd00167
PLSCT00000000470	CDD:cd00038,CDD:cd00204
PLSCT00000018868	CDD:cd00879
PLSCT00000007111	CDD:cd07110
PLSCT00000002125	CDD:cd02517
PLSCT00000019256	CDD:cd13999
PLSCT00000010919	CDD:cd03017
PLSCT00000005402	CDD:cd01174
PLSCT00000001990	CDD:cd00204
PLSCT00000008828	CDD:cd01744
PLSCT00000019023	CDD:cd00079
PLSCT00000005841	CDD:cd05398
PLSCT00000014979	CDD:cd03285
PLSCT00000017866	CDD:cd01393
PLSCT00000017772	CDD:cd00130
PLSCT00000019652	CDD:cd01372
PLSCT00000015828	CDD:cd00882
PLSCT00000016999	CDD:cd00052
PLSCT00000019456	CDD:cd00730
PLSCT00000021597	CDD:cd00076
PLSCT00000020631	CDD:cd08066
PLSCT00000009700	CDD:cd02933
PLSCT00000017201	CDD:cd02257
PLSCT00000020470	CDD:cd01887,CDD:cd03692,CDD:cd03702
PLSCT00000006407	CDD:cd05476
PLSCT00000011755	CDD:cd02958
PLSCT00000014572	CDD:cd00948
PLSCT00000018539	CDD:cd02440
PLSCT00000021226	CDD:cd00162
PLSCT00000021495	CDD:cd12361,CDD:cd12362
PLSCT00000016333	CDD:cd06174
PLSCT00000009337	CDD:cd00593
PLSCT00000010830	CDD:cd02440
PLSCT00000001711	CDD:cd00432
PLSCT00000012070	CDD:cd03334,CDD:cd15725
PLSCT00000009512	CDD:cd06174
PLSCT00000010215	CDD:cd03086
PLSCT00000009858	CDD:cd00012
PLSCT00000005838	CDD:cd01427
PLSCT00000019005	CDD:cd02440
PLSCT00000015266	CDD:cd04087
PLSCT00000013791	CDD:cd00038
PLSCT00000014203	CDD:cd07572
PLSCT00000006077	CDD:cd07017
PLSCT00000020357	CDD:cd04474,CDD:cd04475,CDD:cd04476
PLSCT00000003164	CDD:cd00009
PLSCT00000017343	CDD:cd02174
PLSCT00000019774	CDD:cd03760
PLSCT00000021321	CDD:cd01868
PLSCT00000005698	CDD:cd12441
PLSCT00000007106	CDD:cd08267
PLSCT00000008318	CDD:cd04725,CDD:cd06223
PLSCT00000005337	CDD:cd14707
PLSCT00000013793	CDD:cd04301
PLSCT00000006169	CDD:cd00046
PLSCT00000014024	CDD:cd06174
PLSCT00000003899	CDD:cd00333
PLSCT00000001303	CDD:cd00653
PLSCT00000010047	CDD:cd00010
PLSCT00000001873	CDD:cd01134
PLSCT00000011039	CDD:cd00814,CDD:cd02799,CDD:cd07957
PLSCT00000015579	CDD:cd00609
PLSCT00000000501	CDD:cd00079
PLSCT00000006561	CDD:cd09441
PLSCT00000019608	CDD:cd06223
PLSCT00000003635	CDD:cd00200
PLSCT00000011208	CDD:cd11363
PLSCT00000001525	CDD:cd03875
PLSCT00000018116	CDD:cd04301
PLSCT00000005257	CDD:cd01926
PLSCT00000010035	CDD:cd05333
PLSCT00000003561	CDD:cd00030
PLSCT00000007193	CDD:cd00685
PLSCT00000016779	CDD:cd00021
PLSCT00000010031	CDD:cd00868
PLSCT00000001143	CDD:cd01878
PLSCT00000013790	CDD:cd00130
PLSCT00000015164	CDD:cd01855
PLSCT00000020570	CDD:cd00143
PLSCT00000017234	CDD:cd00143
PLSCT00000001505	CDD:cd00051
PLSCT00000009233	CDD:cd00371
PLSCT00000002637	CDD:cd00167
PLSCT00000012165	CDD:cd00046,CDD:cd00079
PLSCT00000003525	CDD:cd05147
PLSCT00000002820	CDD:cd14066
PLSCT00000008897	CDD:cd00254
PLSCT00000018262	CDD:cd00012
PLSCT00000018577	CDD:cd00162
PLSCT00000012599	CDD:cd04159
PLSCT00000016406	CDD:cd00075,CDD:cd00156
PLSCT00000002027	CDD:cd07031
PLSCT00000007872	CDD:cd00162
PLSCT00000005878	CDD:cd02440
PLSCT00000000724	CDD:cd00143
PLSCT00000014898	CDD:cd00162
PLSCT00000016535	CDD:cd01657
PLSCT00000002247	CDD:cd00162
PLSCT00000011581	CDD:cd14066
PLSCT00000020466	CDD:cd03001
PLSCT00000021162	CDD:cd00020
PLSCT00000019450	CDD:cd14066
PLSCT00000012349	CDD:cd12230,CDD:cd12231,CDD:cd12232
PLSCT00000015131	CDD:cd03784
PLSCT00000004417	CDD:cd00012
PLSCT00000010853	CDD:cd01053
PLSCT00000010703	CDD:cd04468
PLSCT00000011235	CDD:cd00293
PLSCT00000007260	CDD:cd00419,CDD:cd03411
PLSCT00000005810	CDD:cd08892
PLSCT00000013386	CDD:cd00167
PLSCT00000004738	CDD:cd00020
PLSCT00000004399	CDD:cd01863
PLSCT00000014226	CDD:cd00079
PLSCT00000018049	CDD:cd07387
PLSCT00000011264	CDD:cd01310
PLSCT00000006499	CDD:cd14066
PLSCT00000004271	CDD:cd00009
PLSCT00000012803	CDD:cd07821
PLSCT00000016252	CDD:cd00515
PLSCT00000021484	CDD:cd01681,CDD:cd03700,CDD:cd04096
PLSCT00000003493	CDD:cd02036
PLSCT00000007219	CDD:cd02968
PLSCT00000009136	CDD:cd01769
PLSCT00000004274	CDD:cd00298
PLSCT00000000513	CDD:cd10958
PLSCT00000008337	CDD:cd12280
PLSCT00000011972	CDD:cd02440
PLSCT00000000318	CDD:cd09868,CDD:cd09904
PLSCT00000018976	CDD:cd00371
PLSCT00000005917	CDD:cd00086
PLSCT00000002828	CDD:cd02205
PLSCT00000013484	CDD:cd00609
PLSCT00000007857	CDD:cd06257
PLSCT00000003922	CDD:cd06558
PLSCT00000009551	CDD:cd01992
PLSCT00000018155	CDD:cd00009
PLSCT00000000484	CDD:cd07987
PLSCT00000008120	CDD:cd00167
PLSCT00000000843	CDD:cd15505
PLSCT00000002199	CDD:cd00448
PLSCT00000013443	CDD:cd13314
PLSCT00000004169	CDD:cd13959
PLSCT00000000444	CDD:cd08002
PLSCT00000006804	CDD:cd02064
PLSCT00000005278	CDD:cd00086,CDD:cd08875
PLSCT00000002911	CDD:cd03135
PLSCT00000004149	CDD:cd00870,CDD:cd00896,CDD:cd08397
PLSCT00000002679	CDD:cd00046,CDD:cd00079,CDD:cd00204
PLSCT00000011965	CDD:cd11295
PLSCT00000016388	CDD:cd01390,CDD:cd13230,CDD:cd13231
PLSCT00000010048	CDD:cd00010
PLSCT00000007831	CDD:cd01725
PLSCT00000012313	CDD:cd00311
PLSCT00000020756	CDD:cd00165,CDD:cd06087
PLSCT00000005254	CDD:cd09165
PLSCT00000019762	CDD:cd03752
PLSCT00000001359	CDD:cd00371
PLSCT00000015166	CDD:cd06464
PLSCT00000011157	CDD:cd09247
PLSCT00000001144	CDD:cd00076
PLSCT00000001141	CDD:cd06208
PLSCT00000003984	CDD:cd00009
PLSCT00000019007	CDD:cd03672
PLSCT00000015909	CDD:cd07841
PLSCT00000003127	CDD:cd00020
PLSCT00000006395	CDD:cd00198
PLSCT00000011970	CDD:cd02440
PLSCT00000016787	CDD:cd06530
PLSCT00000019934	CDD:cd03429
PLSCT00000007484	CDD:cd00009
PLSCT00000012444	CDD:cd00079
PLSCT00000009634	CDD:cd00195
PLSCT00000019943	CDD:cd02440
PLSCT00000008439	CDD:cd12411
PLSCT00000001040	CDD:cd00183
PLSCT00000007535	CDD:cd08378
PLSCT00000010324	CDD:cd00201
PLSCT00000005843	CDD:cd00780
PLSCT00000018108	CDD:cd00009
PLSCT00000015477	CDD:cd00839
PLSCT00000002892	CDD:cd06453
PLSCT00000007766	CDD:cd00051
PLSCT00000013849	CDD:cd00086
PLSCT00000006200	CDD:cd13999
PLSCT00000010822	CDD:cd00018
PLSCT00000014561	CDD:cd03382
PLSCT00000007304	CDD:cd00043
PLSCT00000001671	CDD:cd02801
PLSCT00000020036	CDD:cd03671
PLSCT00000001124	CDD:cd03274
PLSCT00000019441	CDD:cd00198
PLSCT00000020152	CDD:cd01861
PLSCT00000001279	CDD:cd03319
PLSCT00000013407	CDD:cd15492,CDD:cd15571
PLSCT00000002131	CDD:cd00046,CDD:cd00079,CDD:cd00167
PLSCT00000015350	CDD:cd03339
PLSCT00000001485	CDD:cd12239
PLSCT00000021341	CDD:cd01427
PLSCT00000018819	CDD:cd12284,CDD:cd12285
PLSCT00000000491	CDD:cd06156
PLSCT00000006178	CDD:cd03062
PLSCT00000011189	CDD:cd02016
PLSCT00000016961	CDD:cd01428
PLSCT00000005758	CDD:cd04178
PLSCT00000010077	CDD:cd14867
PLSCT00000000350	CDD:cd00431
PLSCT00000008172	CDD:cd03507
PLSCT00000005527	CDD:cd14137
PLSCT00000015970	CDD:cd04090,CDD:cd04167
PLSCT00000000947	CDD:cd00332
PLSCT00000019947	CDD:cd03275
PLSCT00000020511	CDD:cd14752
PLSCT00000006430	CDD:cd00400
PLSCT00000003861	CDD:cd08017
PLSCT00000005981	CDD:cd10017
PLSCT00000016074	CDD:cd15492,CDD:cd15571
PLSCT00000017338	CDD:cd00051
PLSCT00000008421	CDD:cd00075
PLSCT00000010016	CDD:cd00051
PLSCT00000010598	CDD:cd10017
PLSCT00000004352	CDD:cd00378
PLSCT00000012341	CDD:cd12230,CDD:cd12231,CDD:cd12232
PLSCT00000013568	CDD:cd05282
PLSCT00000006669	CDD:cd14752
PLSCT00000001989	CDD:cd00204
PLSCT00000017948	CDD:cd00020
PLSCT00000005665	CDD:cd00051
PLSCT00000001390	CDD:cd01428
PLSCT00000020625	CDD:cd00204
PLSCT00000007796	CDD:cd05163
PLSCT00000004723	CDD:cd07858
PLSCT00000019137	CDD:cd06472
PLSCT00000009107	CDD:cd03875,CDD:cd06174
PLSCT00000007443	CDD:cd05121
PLSCT00000009345	CDD:cd09034
PLSCT00000009711	CDD:cd00204,CDD:cd06606
PLSCT00000015357	CDD:cd06133
PLSCT00000018554	CDD:cd00371
PLSCT00000021589	CDD:cd12344,CDD:cd12345
PLSCT00000012181	CDD:cd00818,CDD:cd07961
PLSCT00000009546	CDD:cd07920
PLSCT00000001521	CDD:cd00074
PLSCT00000002957	CDD:cd02809
PLSCT00000012132	CDD:cd12203
PLSCT00000020668	CDD:cd00685
PLSCT00000014457	CDD:cd03416
PLSCT00000000944	CDD:cd07843
PLSCT00000010052	CDD:cd14066
PLSCT00000002209	CDD:cd11287
PLSCT00000019754	CDD:cd00275
PLSCT00000017316	CDD:cd14066
PLSCT00000015923	CDD:cd00072
PLSCT00000009562	CDD:cd08771
PLSCT00000004584	CDD:cd12671
PLSCT00000010952	CDD:cd05121
PLSCT00000007513	CDD:cd00043
PLSCT00000001161	CDD:cd01885,CDD:cd03700
PLSCT00000018369	CDD:cd00200
PLSCT00000008395	CDD:cd07380
PLSCT00000010219	CDD:cd05369
PLSCT00000005596	CDD:cd04133
PLSCT00000009155	CDD:cd02440
PLSCT00000020118	CDD:cd01434
PLSCT00000004174	CDD:cd00179,CDD:cd15848
PLSCT00000014023	CDD:cd01518
PLSCT00000005538	CDD:cd01427
PLSCT00000000818	CDD:cd13844,CDD:cd13868,CDD:cd13891
PLSCT00000020062	CDD:cd00167
PLSCT00000018039	CDD:cd06183
PLSCT00000012295	CDD:cd00105
PLSCT00000013106	CDD:cd04465,CDD:cd05692
PLSCT00000008423	CDD:cd00079
PLSCT00000016587	CDD:cd03240
PLSCT00000002468	CDD:cd01173
PLSCT00000008166	CDD:cd00079,CDD:cd00268
PLSCT00000020874	CDD:cd05255
PLSCT00000007552	CDD:cd00018
PLSCT00000013819	CDD:cd00162
PLSCT00000017162	CDD:cd06257
PLSCT00000010640	CDD:cd00693
PLSCT00000006394	CDD:cd00018
PLSCT00000001818	CDD:cd07989
PLSCT00000011261	CDD:cd01080
PLSCT00000009900	CDD:cd02176
PLSCT00000016665	CDD:cd00009
PLSCT00000013761	CDD:cd00060
PLSCT00000013391	CDD:cd04188
PLSCT00000012545	CDD:cd00009
PLSCT00000014188	CDD:cd08241
PLSCT00000016054	CDD:cd04301
PLSCT00000001836	CDD:cd07067
PLSCT00000004374	CDD:cd01725
PLSCT00000009809	CDD:cd00020
PLSCT00000016131	CDD:cd02023,CDD:cd06223
PLSCT00000003035	CDD:cd00046,CDD:cd00079,CDD:cd00162
PLSCT00000004273	CDD:cd00018
PLSCT00000010290	CDD:cd02508,CDD:cd04651
PLSCT00000004576	CDD:cd00009
PLSCT00000007788	CDD:cd00162
PLSCT00000001925	CDD:cd08771
PLSCT00000003528	CDD:cd08771
PLSCT00000006483	CDD:cd11380
PLSCT00000001378	CDD:cd11299
PLSCT00000005400	CDD:cd01174
PLSCT00000001239	CDD:cd06661
PLSCT00000009811	CDD:cd13250
PLSCT00000012407	CDD:cd14016
PLSCT00000018877	CDD:cd00831
PLSCT00000007688	CDD:cd14066
PLSCT00000013482	CDD:cd15798
PLSCT00000018154	CDD:cd00009
PLSCT00000014675	CDD:cd00878
PLSCT00000011865	CDD:cd02035
PLSCT00000007341	CDD:cd06223
PLSCT00000017107	CDD:cd00046,CDD:cd00079
PLSCT00000007347	CDD:cd06223
PLSCT00000000494	CDD:cd08215
PLSCT00000017672	CDD:cd07982
PLSCT00000001081	CDD:cd07142
PLSCT00000019615	CDD:cd06257
PLSCT00000003336	CDD:cd05822
PLSCT00000016324	CDD:cd00371
PLSCT00000017820	CDD:cd06849
PLSCT00000011065	CDD:cd06627
PLSCT00000005230	CDD:cd04301
PLSCT00000005912	CDD:cd00046
PLSCT00000010079	CDD:cd06429
PLSCT00000016723	CDD:cd00371
PLSCT00000004589	CDD:cd00165
PLSCT00000011628	CDD:cd10017
PLSCT00000018330	CDD:cd03338
PLSCT00000008397	CDD:cd00051
PLSCT00000002593	CDD:cd07233
PLSCT00000021305	CDD:cd00564,CDD:cd01169
PLSCT00000012924	CDD:cd00018
PLSCT00000003996	CDD:cd05402
PLSCT00000021529	CDD:cd00079,CDD:cd00268
PLSCT00000012096	CDD:cd00051
PLSCT00000012300	CDD:cd07987
PLSCT00000001815	CDD:cd14867
PLSCT00000008730	CDD:cd15798
PLSCT00000020977	CDD:cd00463
PLSCT00000002385	CDD:cd00051
PLSCT00000006251	CDD:cd05170
PLSCT00000007878	CDD:cd12450,CDD:cd12451
PLSCT00000020773	CDD:cd01433
PLSCT00000014310	CDD:cd04514
PLSCT00000017321	CDD:cd00009
PLSCT00000018018	CDD:cd02176
PLSCT00000008196	CDD:cd00086
PLSCT00000000291	CDD:cd00079,CDD:cd00268
PLSCT00000005617	CDD:cd00020
PLSCT00000000694	CDD:cd00082
PLSCT00000017915	CDD:cd14275
PLSCT00000007941	CDD:cd07389
PLSCT00000012254	CDD:cd00948
PLSCT00000013754	CDD:cd00009
PLSCT00000001960	CDD:cd00009
PLSCT00000001868	CDD:cd03249
PLSCT00000008878	CDD:cd02508,CDD:cd04651
PLSCT00000004765	CDD:cd04369
PLSCT00000014107	CDD:cd00083
PLSCT00000021128	CDD:cd00060
PLSCT00000009502	CDD:cd01338
PLSCT00000020726	CDD:cd06223
PLSCT00000010740	CDD:cd01479
PLSCT00000005249	CDD:cd01611
PLSCT00000017410	CDD:cd00691
PLSCT00000003199	CDD:cd07103
PLSCT00000000688	CDD:cd00060
PLSCT00000005127	CDD:cd00030
PLSCT00000010157	CDD:cd03249
PLSCT00000009636	CDD:cd03249
PLSCT00000006228	CDD:cd06174
PLSCT00000010492	CDD:cd15482
PLSCT00000020604	CDD:cd00079
PLSCT00000010258	CDD:cd00121,CDD:cd02659
PLSCT00000016112	CDD:cd08771
PLSCT00000018974	CDD:cd01666,CDD:cd01896
PLSCT00000019085	CDD:cd02440
PLSCT00000003120	CDD:cd06664
PLSCT00000006941	CDD:cd00043
PLSCT00000004976	CDD:cd00162
PLSCT00000009698	CDD:cd02933
PLSCT00000008596	CDD:cd03784
PLSCT00000006149	CDD:cd14066
PLSCT00000002046	CDD:cd06135
PLSCT00000003661	CDD:cd03750
PLSCT00000018267	CDD:cd06060
PLSCT00000021103	CDD:cd02933
PLSCT00000011729	CDD:cd00009
PLSCT00000009970	CDD:cd00075,CDD:cd00156
PLSCT00000002850	CDD:cd03244,CDD:cd03250
PLSCT00000003494	CDD:cd02012
PLSCT00000012342	CDD:cd12230,CDD:cd12231,CDD:cd12232
PLSCT00000004639	CDD:cd02947
PLSCT00000010543	CDD:cd14016
PLSCT00000012878	CDD:cd06088
PLSCT00000011591	CDD:cd00381,CDD:cd04602
PLSCT00000020965	CDD:cd01891,CDD:cd03691
PLSCT00000001737	CDD:cd07187
PLSCT00000002283	CDD:cd00162
PLSCT00000007237	CDD:cd02027
PLSCT00000000323	CDD:cd01769
PLSCT00000018286	CDD:cd02440
PLSCT00000008021	CDD:cd00955
PLSCT00000015756	CDD:cd00079,CDD:cd00268
PLSCT00000021047	CDD:cd02016
PLSCT00000005516	CDD:cd00079
PLSCT00000020487	CDD:cd07560
PLSCT00000008319	CDD:cd07383
PLSCT00000008320	CDD:cd04153
PLSCT00000013347	CDD:cd08066
PLSCT00000004577	CDD:cd01428
PLSCT00000004389	CDD:cd03785
PLSCT00000004266	CDD:cd02947
PLSCT00000017474	CDD:cd02440
PLSCT00000020423	CDD:cd13999
PLSCT00000001209	CDD:cd00170
PLSCT00000016737	CDD:cd06551
PLSCT00000001134	CDD:cd11314
PLSCT00000013891	CDD:cd06174
PLSCT00000021356	CDD:cd06257
PLSCT00000006504	CDD:cd00043
PLSCT00000009096	CDD:cd15489
PLSCT00000005986	CDD:cd00046,CDD:cd00079
PLSCT00000000265	CDD:cd02961,CDD:cd02981,CDD:cd02982
PLSCT00000021231	CDD:cd14066
PLSCT00000021303	CDD:cd00472
PLSCT00000021579	CDD:cd01133
PLSCT00000019664	CDD:cd05243
PLSCT00000020380	CDD:cd00162
PLSCT00000001795	CDD:cd00487
PLSCT00000013840	CDD:cd09279
PLSCT00000009206	CDD:cd07380
PLSCT00000019941	CDD:cd00170
PLSCT00000004660	CDD:cd00162
PLSCT00000018688	CDD:cd15845
PLSCT00000000338	CDD:cd06660
PLSCT00000010038	CDD:cd00009
PLSCT00000015176	CDD:cd00218
PLSCT00000002866	CDD:cd00378
PLSCT00000013759	CDD:cd00693
PLSCT00000018957	CDD:cd02859
PLSCT00000019444	CDD:cd00449
PLSCT00000012002	CDD:cd00086
PLSCT00000009963	CDD:cd00167
PLSCT00000007834	CDD:cd00009
PLSCT00000010737	CDD:cd01479
PLSCT00000003702	CDD:cd01563
PLSCT00000000811	CDD:cd00653
PLSCT00000010741	CDD:cd01479
PLSCT00000013145	CDD:cd00082
PLSCT00000008273	CDD:cd15862
PLSCT00000001427	CDD:cd01861
PLSCT00000019024	CDD:cd00079
PLSCT00000014385	CDD:cd02248
PLSCT00000003512	CDD:cd07363
PLSCT00000016264	CDD:cd01803
PLSCT00000012010	CDD:cd12916
PLSCT00000010310	CDD:cd03028,CDD:cd10457
PLSCT00000005491	CDD:cd00180
PLSCT00000012698	CDD:cd00027
PLSCT00000020630	CDD:cd08066
PLSCT00000017337	CDD:cd00051
PLSCT00000007575	CDD:cd13222
PLSCT00000017961	CDD:cd05579
PLSCT00000019022	CDD:cd07425
PLSCT00000001958	CDD:cd09867,CDD:cd09907
PLSCT00000004583	CDD:cd12671
PLSCT00000020208	CDD:cd01895
PLSCT00000009411	CDD:cd06174
PLSCT00000007127	CDD:cd07067
PLSCT00000020165	CDD:cd00043
PLSCT00000001697	CDD:cd03249
PLSCT00000018325	CDD:cd05574
PLSCT00000003314	CDD:cd06174
PLSCT00000005235	CDD:cd15853
PLSCT00000016427	CDD:cd00046
PLSCT00000012912	CDD:cd12144,CDD:cd12189
PLSCT00000016929	CDD:cd03237
PLSCT00000003734	CDD:cd01374
PLSCT00000011776	CDD:cd12599,CDD:cd12602
PLSCT00000015871	CDD:cd06071
PLSCT00000007015	CDD:cd00083
PLSCT00000013185	CDD:cd04318
PLSCT00000005064	CDD:cd11566
PLSCT00000018712	CDD:cd00987
PLSCT00000007532	CDD:cd00024
PLSCT00000013404	CDD:cd15492,CDD:cd15571
PLSCT00000007205	CDD:cd00167
PLSCT00000003043	CDD:cd00051
PLSCT00000018183	CDD:cd00009
PLSCT00000018575	CDD:cd00009
PLSCT00000016998	CDD:cd00052
PLSCT00000004087	CDD:cd07042
PLSCT00000010303	CDD:cd00020
PLSCT00000017200	CDD:cd02257
PLSCT00000006161	CDD:cd00075
PLSCT00000019486	CDD:cd13214
PLSCT00000014571	CDD:cd03419
PLSCT00000015838	CDD:cd00483,CDD:cd00739
PLSCT00000016143	CDD:cd00030
PLSCT00000014851	CDD:cd00042
PLSCT00000013924	CDD:cd07374
PLSCT00000004034	CDD:cd00167
PLSCT00000018997	CDD:cd00354
PLSCT00000021287	CDD:cd00609
PLSCT00000021455	CDD:cd03085
PLSCT00000005465	CDD:cd06257
PLSCT00000001654	CDD:cd01201,CDD:cd06071
PLSCT00000018159	CDD:cd03139
PLSCT00000014994	CDD:cd04318
PLSCT00000013218	CDD:cd05476
PLSCT00000012168	CDD:cd00046,CDD:cd00079
PLSCT00000019849	CDD:cd06071
PLSCT00000003509	CDD:cd00204
PLSCT00000001140	CDD:cd12269
PLSCT00000019159	CDD:cd00162
PLSCT00000020891	CDD:cd07361
PLSCT00000006740	CDD:cd00079
PLSCT00000003842	CDD:cd05188
PLSCT00000012893	CDD:cd06257
PLSCT00000007446	CDD:cd06174
PLSCT00000017403	CDD:cd13154
PLSCT00000004516	CDD:cd00075
PLSCT00000004522	CDD:cd00200
PLSCT00000009924	CDD:cd01434
PLSCT00000011503	CDD:cd03759
PLSCT00000006960	CDD:cd00046,CDD:cd00079
PLSCT00000015328	CDD:cd00195
PLSCT00000010910	CDD:cd00412
PLSCT00000013859	CDD:cd11378
PLSCT00000012503	CDD:cd12156
PLSCT00000021403	CDD:cd00075
PLSCT00000020319	CDD:cd00046
PLSCT00000011766	CDD:cd00043
PLSCT00000006871	CDD:cd03507
PLSCT00000019879	CDD:cd03697,CDD:cd03707
PLSCT00000010406	CDD:cd01886,CDD:cd04091
PLSCT00000003247	CDD:cd07017
PLSCT00000015577	CDD:cd00165
PLSCT00000002320	CDD:cd15542
PLSCT00000006565	CDD:cd14327
PLSCT00000013962	CDD:cd06174
PLSCT00000010036	CDD:cd05333
PLSCT00000006413	CDD:cd07067
PLSCT00000007374	CDD:cd02440,CDD:cd11715
PLSCT00000019562	CDD:cd00162
PLSCT00000009495	CDD:cd04516
PLSCT00000011402	CDD:cd00027
PLSCT00000011627	CDD:cd10017
PLSCT00000006102	CDD:cd01681,CDD:cd01885,CDD:cd03700,CDD:cd04096
PLSCT00000017368	CDD:cd01335
PLSCT00000021603	CDD:cd11660
PLSCT00000003073	CDD:cd05233
PLSCT00000002981	CDD:cd03249
PLSCT00000002872	CDD:cd13999
PLSCT00000010193	CDD:cd04714
PLSCT00000001201	CDD:cd06257
PLSCT00000007739	CDD:cd04645
PLSCT00000001725	CDD:cd01283
PLSCT00000018245	CDD:cd06558
PLSCT00000017173	CDD:cd00121
PLSCT00000000723	CDD:cd00143
PLSCT00000000209	CDD:cd11607
PLSCT00000000761	CDD:cd10017
PLSCT00000006250	CDD:cd05793
PLSCT00000017846	CDD:cd00407
PLSCT00000008322	CDD:cd00020
PLSCT00000001595	CDD:cd06174
PLSCT00000002613	CDD:cd01837
PLSCT00000014492	CDD:cd00195
PLSCT00000007770	CDD:cd02859
PLSCT00000017499	CDD:cd00403
PLSCT00000002560	CDD:cd00009
PLSCT00000003014	CDD:cd00162
PLSCT00000008757	CDD:cd00075,CDD:cd00082,CDD:cd00156
PLSCT00000016106	CDD:cd12226
PLSCT00000006543	CDD:cd00046,CDD:cd00079
PLSCT00000005073	CDD:cd00018
PLSCT00000021311	CDD:cd03181
PLSCT00000013846	CDD:cd12416
PLSCT00000007570	CDD:cd00207
PLSCT00000019904	CDD:cd00371
PLSCT00000013768	CDD:cd03249
PLSCT00000009617	CDD:cd11369
PLSCT00000009561	CDD:cd08771
PLSCT00000017731	CDD:cd00590
PLSCT00000007447	CDD:cd06174
PLSCT00000005847	CDD:cd14785
PLSCT00000001465	CDD:cd05230
PLSCT00000018730	CDD:cd01651
PLSCT00000020908	CDD:cd01868
PLSCT00000003445	CDD:cd00079,CDD:cd00268
PLSCT00000005065	CDD:cd00164,CDD:cd09918,CDD:cd09928
PLSCT00000020629	CDD:cd03382
PLSCT00000008732	CDD:cd00143
PLSCT00000003585	CDD:cd01991
PLSCT00000003927	CDD:cd15542
PLSCT00000003850	CDD:cd00162
PLSCT00000017725	CDD:cd11314
PLSCT00000003063	CDD:cd00046,CDD:cd00079,CDD:cd11726
PLSCT00000020934	CDD:cd13999
PLSCT00000011711	CDD:cd15843
PLSCT00000002484	CDD:cd00643
PLSCT00000020520	CDD:cd04241
PLSCT00000013393	CDD:cd08066
PLSCT00000001352	CDD:cd06257
PLSCT00000005083	CDD:cd02440
PLSCT00000018147	CDD:cd00083
PLSCT00000003025	CDD:cd00018
PLSCT00000005567	CDD:cd00009
PLSCT00000010558	CDD:cd06174
PLSCT00000002047	CDD:cd02568
PLSCT00000010223	CDD:cd01681,CDD:cd01885,CDD:cd03700,CDD:cd04096
PLSCT00000018863	CDD:cd09323
PLSCT00000009694	CDD:cd00038
PLSCT00000002567	CDD:cd07067
PLSCT00000018023	CDD:cd12408
PLSCT00000009693	CDD:cd00693
PLSCT00000009402	CDD:cd14348
PLSCT00000013177	CDD:cd15843
