PLSCT00000016654	GO:0004609,GO:0008654
PLSCT00000020918	GO:0016021,GO:0022857
PLSCT00000000735	GO:0006784,GO:0016021,GO:0016627,GO:0055114
PLSCT00000007097	GO:0000124,GO:0003713,GO:0005643,GO:0006406,GO:0045893
PLSCT00000012716	GO:0016758
PLSCT00000001608	GO:0005515
PLSCT00000006284	GO:0003677,GO:0008289
PLSCT00000002438	GO:0016021
PLSCT00000009524	GO:0005515
PLSCT00000003292	GO:0005198,GO:0006886,GO:0016192,GO:0030126,GO:0005488,GO:0006886,GO:0016192,GO:0030117
PLSCT00000004847	GO:0006807,GO:0016151
PLSCT00000014062	GO:0003677
PLSCT00000017493	GO:0006364,GO:0032040
PLSCT00000016931	GO:0003333,GO:0015171,GO:0016020
PLSCT00000002397	GO:0004335,GO:0005524,GO:0006012,GO:0046835,GO:0005524,GO:0005524,GO:0005737,GO:0008152,GO:0016301,GO:0016773
PLSCT00000006600	GO:0003700,GO:0004871,GO:0005634,GO:0006355,GO:0007165
PLSCT00000009697	GO:0016757
PLSCT00000002030	GO:0005525,GO:0005525,GO:0005622,GO:0007264
PLSCT00000019449	GO:0003824,GO:0004722,GO:0006470
PLSCT00000001389	GO:0004127,GO:0006207,GO:0006221,GO:0009041,GO:0005524,GO:0006139,GO:0019205
PLSCT00000015507	GO:0005509
PLSCT00000008721	GO:0005515,GO:0008270
PLSCT00000004733	GO:0005737,GO:0034227
PLSCT00000017629	GO:0005509
PLSCT00000006807	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005488
PLSCT00000019027	GO:0005634
PLSCT00000016605	GO:0005215,GO:0006810,GO:0016020,GO:0055085
PLSCT00000008076	GO:0015098,GO:0015689
PLSCT00000015144	GO:0003700,GO:0003700,GO:0005634,GO:0006355,GO:0008270
PLSCT00000002879	GO:0005515
PLSCT00000008237	GO:0006790,GO:0008441,GO:0046854
PLSCT00000020566	GO:0006359
PLSCT00000000233	GO:0003824,GO:0008152
PLSCT00000003688	GO:0016702,GO:0055114
PLSCT00000015593	GO:0008168
PLSCT00000020917	GO:0005525,GO:0005525,GO:0005622,GO:0007264
PLSCT00000002268	GO:0003677
PLSCT00000016426	GO:0003676,GO:0003677,GO:0003887,GO:0006260
PLSCT00000006338	GO:0005838,GO:0006508
PLSCT00000004832	GO:0006812,GO:0008324,GO:0016021,GO:0055085
PLSCT00000013921	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000016992	GO:0003676,GO:0005515,GO:0005634,GO:0006397,GO:0006396
PLSCT00000017687	GO:0005515,GO:0005742,GO:0045040
PLSCT00000013142	GO:0005515,GO:0051260
PLSCT00000018598	GO:0016787
PLSCT00000012930	GO:0005515
PLSCT00000018403	GO:0003924,GO:0005200,GO:0005525,GO:0005874,GO:0007017,GO:0005874,GO:0007017
PLSCT00000001404	GO:0004057,GO:0016598
PLSCT00000009962	GO:0004601,GO:0006979,GO:0020037,GO:0055114,GO:0004601,GO:0042744
PLSCT00000017500	GO:0003723,GO:0003723,GO:0003735,GO:0006412,GO:0015934
PLSCT00000017562	GO:0005515
PLSCT00000012923	GO:0005488,GO:0005515,GO:0046872
PLSCT00000004178	GO:0003746,GO:0005525,GO:0005737,GO:0006414,GO:0003924,GO:0005525,GO:0005525
PLSCT00000019035	GO:0005525,GO:0007264
PLSCT00000018093	GO:0006281,GO:0006338,GO:0006355,GO:0031011,GO:0035267
PLSCT00000002503	GO:0005515
PLSCT00000001644	GO:0016787
PLSCT00000002412	GO:0003824,GO:0050662,GO:0009555,GO:0080110
PLSCT00000004398	GO:0006952,GO:0009607
PLSCT00000004001	GO:0005515
PLSCT00000007512	GO:0006351,GO:0016538,GO:0070985
PLSCT00000004133	GO:0000166,GO:0003676,GO:0003968
PLSCT00000008556	GO:0016491,GO:0055114
PLSCT00000013701	GO:0005524,GO:0006605,GO:0006886,GO:0005524,GO:0016020,GO:0017038,GO:0006605,GO:0006886,GO:0016020,GO:0016020,GO:0017038
PLSCT00000007720	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000010483	GO:0016491,GO:0055114
PLSCT00000021514	GO:0016020
PLSCT00000007752	GO:0003677,GO:0003899,GO:0006351
PLSCT00000017231	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003735,GO:0005840,GO:0003735,GO:0005840,GO:0006412
PLSCT00000018282	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000021007	GO:0005737
PLSCT00000012769	GO:0005488,GO:0005794,GO:0008565,GO:0015031,GO:0006886,GO:0016192,GO:0030117,GO:0006886,GO:0016192,GO:0030131
PLSCT00000005821	GO:0016020,GO:0016760,GO:0030244
PLSCT00000013833	GO:0005215,GO:0006810,GO:0016020
PLSCT00000005905	GO:0008299,GO:0015979,GO:0016765
PLSCT00000019208	GO:0000166,GO:0003676,GO:0003887,GO:0000166,GO:0003677,GO:0003676,GO:0003677,GO:0003887,GO:0006260,GO:0006270
PLSCT00000007116	GO:0008270,GO:0016491,GO:0055114,GO:0016491,GO:0055114
PLSCT00000011654	GO:0003676,GO:0005524,GO:0006310,GO:0008026
PLSCT00000005038	GO:0003677,GO:0003700,GO:0006355
PLSCT00000009341	GO:0005509,GO:0016491,GO:0055114
PLSCT00000006438	GO:0003924,GO:0005525,GO:0005525
PLSCT00000021335	GO:0003677,GO:0003700,GO:0006355
PLSCT00000010762	GO:0016020
PLSCT00000002419	GO:0009116
PLSCT00000019490	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000006633	GO:0006355,GO:0032783
PLSCT00000013648	GO:0003824,GO:0004573,GO:0009311
PLSCT00000015388	GO:0016758
PLSCT00000014401	GO:0004373
PLSCT00000001904	GO:0005506,GO:0016705,GO:0020037,GO:0055114
PLSCT00000006446	GO:0016021,GO:0055085
PLSCT00000012019	GO:0005515,GO:0006396
PLSCT00000001777	GO:0003824,GO:0005975,GO:0005975,GO:0051060
PLSCT00000010933	GO:0004784,GO:0055114,GO:0006801,GO:0046872,GO:0055114,GO:0009507,GO:0034599,GO:0071486
PLSCT00000002859	GO:0005515,GO:0008270
PLSCT00000004172	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000020188	GO:0003676,GO:0003723
PLSCT00000018295	GO:0004843,GO:0006511,GO:0036459,GO:0016579,GO:0036459
PLSCT00000006298	GO:0004672,GO:0005524,GO:0006468,GO:0005524
PLSCT00000001104	GO:0003824,GO:0016614,GO:0050660,GO:0055114,GO:0003885,GO:0016020,GO:0055114,GO:0016491,GO:0050660,GO:0055114,GO:0050660
PLSCT00000000448	GO:0000289,GO:0004535,GO:0003676
PLSCT00000009033	GO:0005515,GO:0005515,GO:0008270
PLSCT00000012122	GO:0004252,GO:0006508
PLSCT00000014137	GO:0006855,GO:0015238,GO:0015297,GO:0016020,GO:0055085
PLSCT00000002729	GO:0003677,GO:0006357,GO:0032784
PLSCT00000005248	GO:0006810,GO:0008565,GO:0015031
PLSCT00000013611	GO:0005509
PLSCT00000005212	GO:0005488
PLSCT00000021372	GO:0000469
PLSCT00000006708	GO:0005515
PLSCT00000004852	GO:0005515
PLSCT00000020277	GO:0003968
PLSCT00000008480	GO:0006508,GO:0008234,GO:0008234
PLSCT00000002105	GO:0003824,GO:0004356,GO:0006807
PLSCT00000009075	GO:0005509
PLSCT00000006621	GO:0005515
PLSCT00000006096	GO:0000166,GO:0003676
PLSCT00000006764	GO:0005515,GO:0006886,GO:0031201,GO:0016020,GO:0016020,GO:0016192
PLSCT00000006793	GO:0005622,GO:0006888,GO:0006810
PLSCT00000018652	GO:0004471,GO:0051287,GO:0055114
PLSCT00000011130	GO:0008270
PLSCT00000006965	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000016340	GO:0005515,GO:0008299,GO:0030604,GO:0046872,GO:0055114,GO:0055114,GO:0070402
PLSCT00000012222	GO:0005215,GO:0006810,GO:0016020
PLSCT00000020795	GO:0005515,GO:0007064
PLSCT00000003324	GO:0000166,GO:0003676
PLSCT00000002987	GO:0003677
PLSCT00000001242	GO:0016020
PLSCT00000004125	GO:0009765,GO:0016020
PLSCT00000018861	GO:0046907
PLSCT00000006797	GO:0005515,GO:0008270,GO:0008270
PLSCT00000018756	GO:0000413,GO:0003755,GO:0006457,GO:0003755,GO:0006457
PLSCT00000018112	GO:0004462,GO:0046872
PLSCT00000017956	GO:0006812,GO:0008324,GO:0016021,GO:0055085
PLSCT00000007634	GO:0005198,GO:0006886,GO:0016192,GO:0030130,GO:0030132
PLSCT00000005589	GO:0005515
PLSCT00000016969	GO:0016021,GO:0055085
PLSCT00000011410	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000017978	GO:0003677,GO:0006352
PLSCT00000001260	GO:0004672,GO:0005524,GO:0006468
PLSCT00000015452	GO:0030145,GO:0045735
PLSCT00000000440	GO:0005509
PLSCT00000013679	GO:0008289
PLSCT00000014629	GO:0005524,GO:0042393
PLSCT00000005041	GO:0003824,GO:0008152,GO:0016740,GO:0009058,GO:0030170
PLSCT00000002534	GO:0003723,GO:0006396,GO:0008173
PLSCT00000008497	GO:0003824,GO:0008483,GO:0030170
PLSCT00000005395	GO:0005506,GO:0016705,GO:0020037,GO:0055114,GO:0016705,GO:0055114
PLSCT00000018807	GO:0030001,GO:0046872
PLSCT00000021513	GO:0008519,GO:0015696,GO:0016020,GO:0008519,GO:0016020,GO:0072488
PLSCT00000021045	GO:0003735,GO:0005840,GO:0006412
PLSCT00000000511	GO:0006457
PLSCT00000004211	GO:0005875,GO:0007017,GO:0007017,GO:0030286
PLSCT00000021389	GO:0006310,GO:0008026
PLSCT00000018331	GO:0008152,GO:0070569
PLSCT00000006098	GO:0000166,GO:0003676
PLSCT00000006261	GO:0003333
PLSCT00000009217	GO:0005215,GO:0006810,GO:0016020
PLSCT00000014628	GO:0005488
PLSCT00000000563	GO:0005515
PLSCT00000019323	GO:0005488,GO:0006886,GO:0016192,GO:0030117,GO:0006886,GO:0016192,GO:0030131
PLSCT00000020329	GO:0000166,GO:0005524,GO:0016876,GO:0043039
PLSCT00000007246	GO:0009116
PLSCT00000016367	GO:0000234,GO:0006656,GO:0008152,GO:0008168
PLSCT00000010158	GO:0005524,GO:0006810,GO:0016021,GO:0042626,GO:0055085
PLSCT00000010597	GO:0003677
PLSCT00000019644	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000003289	GO:0005515
PLSCT00000009127	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000003226	GO:0008289
PLSCT00000020871	GO:0005515
PLSCT00000000633	GO:0000166,GO:0003676,GO:0003723,GO:0005634,GO:0006397
PLSCT00000016079	GO:0005515,GO:0005515,GO:0008270
PLSCT00000020716	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0004713,GO:0006468
PLSCT00000006300	GO:0003676,GO:0004527,GO:0003676,GO:0008270
PLSCT00000002739	GO:0000724,GO:0006281,GO:0007062,GO:0030915,GO:0006281,GO:0030915,GO:0071139
PLSCT00000007843	GO:0008612
PLSCT00000018321	GO:0000166,GO:0003676,GO:0003743,GO:0005737,GO:0005852
PLSCT00000016539	GO:0003958,GO:0055114,GO:0010181,GO:0010181,GO:0055114,GO:0016491,GO:0055114
PLSCT00000005947	GO:0003824,GO:0008033,GO:0017150,GO:0050660,GO:0055114
PLSCT00000013447	GO:0004072,GO:0008652,GO:0004072,GO:0009089,GO:0008152,GO:0016597
PLSCT00000002299	GO:0005488
PLSCT00000020327	GO:0008381,GO:0016021
PLSCT00000018123	GO:0005515
PLSCT00000015285	GO:0055085
PLSCT00000017770	GO:0016491,GO:0055114,GO:0071949
PLSCT00000011636	GO:0000166,GO:0003676,GO:0046872
PLSCT00000001149	GO:0003777,GO:0005524,GO:0007018,GO:0003777,GO:0005524,GO:0007018,GO:0008017,GO:0003777,GO:0007018
PLSCT00000008899	GO:0003676,GO:0003723
PLSCT00000013666	GO:0004672,GO:0005524,GO:0006468,GO:0005524
PLSCT00000017487	GO:0005198,GO:0005515,GO:0006886,GO:0016192,GO:0030126
PLSCT00000004482	GO:0003677,GO:0003700,GO:0006352,GO:0006355,GO:0016987
PLSCT00000004534	GO:0000055,GO:0030036,GO:0042273
PLSCT00000013066	GO:0030145,GO:0045735
PLSCT00000008925	GO:0005515
PLSCT00000008258	GO:0005515,GO:0008270
PLSCT00000009356	GO:0004129,GO:0005743,GO:0005751
PLSCT00000005813	GO:0006810,GO:0006886,GO:0016192,GO:0030131
PLSCT00000005441	GO:0005525,GO:0005525,GO:0007264
PLSCT00000011396	GO:0003677
PLSCT00000003144	GO:0005515,GO:0007165,GO:0043531
PLSCT00000001076	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000016467	GO:0004601,GO:0006979,GO:0020037,GO:0055114,GO:0004601,GO:0042744,GO:0004601,GO:0055114
PLSCT00000010957	GO:0000287,GO:0008897
PLSCT00000014447	GO:0016788
PLSCT00000010833	GO:0003676,GO:0005524,GO:0003723,GO:0004386,GO:0005524,GO:0005634
PLSCT00000019728	GO:0005488,GO:0005515
PLSCT00000009529	GO:0005515,GO:0008270
PLSCT00000016642	GO:0005215,GO:0006810,GO:0016020
PLSCT00000003441	GO:0008375,GO:0016020
PLSCT00000012060	GO:0003677,GO:0003899,GO:0006351,GO:0003899,GO:0003899,GO:0006351,GO:0032549,GO:0006351
PLSCT00000011823	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000002016	GO:0005515
PLSCT00000017794	GO:0008168
PLSCT00000018572	GO:0005524,GO:0016887,GO:0016020
PLSCT00000008240	GO:0003824,GO:0008152
PLSCT00000018429	GO:0008934,GO:0046855,GO:0046854
PLSCT00000009973	GO:0042578
PLSCT00000002519	GO:0005515
PLSCT00000018721	GO:0003824,GO:0008152,GO:0016740,GO:0009058,GO:0030170
PLSCT00000004595	GO:0003676,GO:0005524
PLSCT00000008127	GO:0006457,GO:0015031,GO:0015031
PLSCT00000018203	GO:0003824,GO:0005975,GO:0030246,GO:0005975,GO:0016853
PLSCT00000009582	GO:0000786,GO:0003677,GO:0005634,GO:0046982
PLSCT00000011076	GO:0008152,GO:0016787
PLSCT00000005338	GO:0003743,GO:0005737,GO:0005852,GO:0005515
PLSCT00000021217	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003735,GO:0005840,GO:0006412
PLSCT00000000950	GO:0005515,GO:0008270
PLSCT00000010881	GO:0005524
PLSCT00000007002	GO:0005515
PLSCT00000008239	GO:0005515
PLSCT00000013189	GO:0003777,GO:0005524,GO:0007018,GO:0003777,GO:0005524,GO:0007018,GO:0008017,GO:0003777,GO:0007018,GO:0005488,GO:0005515,GO:0008017,GO:0032886,GO:0048364
PLSCT00000016957	GO:0005515
PLSCT00000010636	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0008097
PLSCT00000021539	GO:0000166,GO:0003676,GO:0005524,GO:0003723,GO:0004386,GO:0005524,GO:0005634
PLSCT00000013374	GO:0005515
PLSCT00000020777	GO:0016491,GO:0055114
PLSCT00000012330	GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003735,GO:0005840,GO:0006412
PLSCT00000016719	GO:0016747
PLSCT00000021546	GO:0003743
PLSCT00000014370	GO:0005515,GO:0008270,GO:0008270
PLSCT00000021401	GO:0000155,GO:0007165,GO:0000160,GO:0016310,GO:0016772
PLSCT00000020077	GO:0006511,GO:0031461,GO:0031625,GO:0006511,GO:0031625
PLSCT00000019766	GO:0000105,GO:0004424
PLSCT00000004405	GO:0005887,GO:0008515,GO:0015770
PLSCT00000003864	GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0003735,GO:0006412,GO:0015935
PLSCT00000015009	GO:0005515
PLSCT00000012894	GO:0016021
PLSCT00000002133	GO:0003824,GO:0006537,GO:0015930,GO:0016638,GO:0055114,GO:0008152,GO:0016491,GO:0055114
PLSCT00000003931	GO:0005086,GO:0032012,GO:0005488
PLSCT00000002108	GO:0005515
PLSCT00000013502	GO:0005515
PLSCT00000019911	GO:0046854
PLSCT00000006571	GO:0005524
PLSCT00000016625	GO:0005576,GO:0005576,GO:0019953
PLSCT00000001451	GO:0004345,GO:0006006,GO:0050661,GO:0055114,GO:0004345,GO:0006006,GO:0055114
PLSCT00000018493	GO:0003824,GO:0004722,GO:0006470
PLSCT00000001586	GO:0003824
PLSCT00000008380	GO:0005515
PLSCT00000018524	GO:0005515
PLSCT00000021098	GO:0016757
PLSCT00000010359	GO:0006486,GO:0008378,GO:0016020,GO:0030246
PLSCT00000015433	GO:0005515
PLSCT00000015994	GO:0000737,GO:0003677,GO:0005694,GO:0003677,GO:0003824,GO:0005524,GO:0005694,GO:0006259,GO:0003677,GO:0003918,GO:0005694,GO:0006265
PLSCT00000018055	GO:0005515
PLSCT00000009526	GO:0005488,GO:0005515
PLSCT00000020194	GO:0004252,GO:0006508
PLSCT00000019385	GO:0004176,GO:0004252,GO:0005524,GO:0030163,GO:0005524
PLSCT00000017374	GO:0000160
PLSCT00000013590	GO:0000155,GO:0007165
PLSCT00000004321	GO:0006359
PLSCT00000012620	GO:0005515
PLSCT00000016624	GO:0000287,GO:0005524,GO:0005622,GO:0032957,GO:0047325,GO:0052725,GO:0052726
PLSCT00000000687	GO:0004721,GO:0006470,GO:0005515,GO:0016787
PLSCT00000020474	GO:0016491
PLSCT00000013368	GO:0006629
PLSCT00000001082	GO:0008152,GO:0016491,GO:0016620,GO:0055114,GO:0008152,GO:0016491,GO:0055114
PLSCT00000012147	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000012754	GO:0008152,GO:0016491,GO:0055114,GO:0016491
PLSCT00000013882	GO:0003824
PLSCT00000003723	GO:0080048
PLSCT00000006699	GO:0003824,GO:0008152,GO:0008152,GO:0016747
PLSCT00000004524	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005515,GO:0005524
PLSCT00000014245	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0000166,GO:0004832,GO:0005524,GO:0006438,GO:0002161,GO:0006418
PLSCT00000003086	GO:0003779,GO:0005737,GO:0008290,GO:0030036,GO:0008290,GO:0051016
PLSCT00000009802	GO:0003824,GO:0006012,GO:0008108,GO:0006012,GO:0008108,GO:0008270
PLSCT00000016291	GO:0004349,GO:0006561,GO:0006561,GO:0008152,GO:0016491,GO:0016620,GO:0055114,GO:0008152,GO:0016491,GO:0055114
PLSCT00000013776	GO:0003824
PLSCT00000018904	GO:0005515,GO:0007165
PLSCT00000004907	GO:0005198,GO:0006886,GO:0016192,GO:0030130,GO:0030132
PLSCT00000003779	GO:0016757,GO:0047262
PLSCT00000016662	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000006755	GO:0070481,GO:0070966,GO:0071025
PLSCT00000001202	GO:0005515
PLSCT00000018346	GO:0005506,GO:0016705,GO:0031418,GO:0055114,GO:0016491,GO:0055114
PLSCT00000008368	GO:0005515,GO:0005680,GO:0030071,GO:0031145
PLSCT00000010630	GO:0003968
PLSCT00000009478	GO:0005525,GO:0005525,GO:0007264
PLSCT00000002674	GO:0016787
PLSCT00000015490	GO:0000287,GO:0005524,GO:0005622,GO:0032957,GO:0047325,GO:0052725,GO:0052726
PLSCT00000004909	GO:0005515
PLSCT00000015428	GO:0005524,GO:0016887
PLSCT00000006179	GO:0005215,GO:0006810,GO:0016020
PLSCT00000008690	GO:0005515
PLSCT00000014936	GO:0016787
PLSCT00000013397	GO:0030246
PLSCT00000008572	GO:0003824,GO:0003824,GO:0005975,GO:0030246,GO:0004553,GO:0005975,GO:0005525
PLSCT00000018914	GO:0005315,GO:0006817,GO:0016021,GO:0016021,GO:0022857,GO:0055085
PLSCT00000002002	GO:0016730,GO:0055114
PLSCT00000020581	GO:0006812,GO:0008324,GO:0016021,GO:0055085
PLSCT00000014570	GO:0005524,GO:0005634,GO:0006355,GO:0005634,GO:0006351,GO:0032502
PLSCT00000017308	GO:0003676
PLSCT00000011190	GO:0004591,GO:0006099,GO:0030976,GO:0055114,GO:0008152,GO:0016624
PLSCT00000016148	GO:0005488
PLSCT00000019761	GO:0004040
PLSCT00000010268	GO:0006457
PLSCT00000015582	GO:0000413,GO:0003755,GO:0006457,GO:0003755,GO:0006457
PLSCT00000012194	GO:0003885,GO:0016020,GO:0055114
PLSCT00000007226	GO:0005515
PLSCT00000011647	GO:0046983
PLSCT00000017436	GO:0000287,GO:0030976,GO:0003824,GO:0030976
PLSCT00000009163	GO:0016020,GO:0016760,GO:0030244
PLSCT00000016698	GO:0005515
PLSCT00000021332	GO:0005515
PLSCT00000014997	GO:0000166,GO:0000166,GO:0046872,GO:0006812,GO:0016021,GO:0019829,GO:0016021
PLSCT00000000439	GO:0005509
PLSCT00000003826	GO:0003824,GO:0016614,GO:0050660,GO:0055114,GO:0004392,GO:0006788,GO:0055114,GO:0050660
PLSCT00000001214	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468,GO:0005524
PLSCT00000017033	GO:0016872
PLSCT00000015284	GO:0005515,GO:0008270
PLSCT00000020330	GO:0051225,GO:0070652
PLSCT00000013095	GO:0003824,GO:0005975,GO:0030246,GO:0004553,GO:0005975
PLSCT00000002918	GO:0006810,GO:0016021,GO:0016192
PLSCT00000015832	GO:0005515,GO:0008270
PLSCT00000009672	GO:0006298,GO:0007131,GO:0032300
PLSCT00000017811	GO:0016765
PLSCT00000019255	GO:0003677,GO:0003700,GO:0006355
PLSCT00000003643	GO:0055085
PLSCT00000004777	GO:0005515
PLSCT00000011188	GO:0004591,GO:0006099,GO:0030976,GO:0055114,GO:0008152,GO:0016624
PLSCT00000006078	GO:0006511
PLSCT00000011842	GO:0005515
PLSCT00000006073	GO:0016491,GO:0055114
PLSCT00000008569	GO:0000462,GO:0030515,GO:0005515,GO:0006396
PLSCT00000009671	GO:0005488
PLSCT00000015682	GO:0008168,GO:0042372,GO:0052624
PLSCT00000003074	GO:0016020
PLSCT00000016540	GO:0044237
PLSCT00000015774	GO:0000287,GO:0016616,GO:0051287,GO:0055114,GO:0004450,GO:0006102,GO:0055114,GO:0016616,GO:0055114
PLSCT00000009609	GO:0005488,GO:0006886,GO:0008536
PLSCT00000004518	GO:0003824,GO:0008270,GO:0008703,GO:0009231,GO:0050661,GO:0055114,GO:0008703,GO:0009231,GO:0055114,GO:0008835,GO:0009231,GO:0055114
PLSCT00000017081	GO:0004550,GO:0006165,GO:0006183,GO:0006228,GO:0006241
PLSCT00000000405	GO:0003723,GO:0003743,GO:0005737,GO:0006413
PLSCT00000015861	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000016386	GO:0005515
PLSCT00000007927	GO:0015031,GO:0016020
PLSCT00000000660	GO:0005215,GO:0006810,GO:0016020
PLSCT00000019485	GO:0003824,GO:0008152
PLSCT00000020623	GO:0005515
PLSCT00000006412	GO:0005975,GO:0009045,GO:0009045
PLSCT00000017795	GO:0008168
PLSCT00000009511	GO:0000166,GO:0003824,GO:0044237,GO:0003676,GO:0003676,GO:0005622,GO:0003676,GO:0006139,GO:0008408
PLSCT00000020505	GO:0003676,GO:0005524,GO:0003676,GO:0005524,GO:0008026,GO:0004386
PLSCT00000001120	GO:0005515,GO:0005524,GO:0005694,GO:0051276
PLSCT00000014745	GO:0003824,GO:0005524,GO:0005524,GO:0016301,GO:0016310,GO:0006090,GO:0050242
PLSCT00000014837	GO:0005524,GO:0006298,GO:0030983
PLSCT00000019295	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000017756	GO:0008270
PLSCT00000020378	GO:0003824,GO:0004722,GO:0006470,GO:0043169
PLSCT00000010810	GO:0008080
PLSCT00000013373	GO:0007010,GO:0008017
PLSCT00000014230	GO:0003824,GO:0003824,GO:0051536,GO:0016765
PLSCT00000014020	GO:0003333,GO:0015171,GO:0016020
PLSCT00000020664	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000021004	GO:0003678,GO:0005524,GO:0043141
PLSCT00000018063	GO:0005634,GO:0006355
PLSCT00000005469	GO:0005524,GO:0006457,GO:0009408,GO:0051082,GO:0006457,GO:0051082,GO:0031072,GO:0051082
PLSCT00000013115	GO:0005515,GO:0008270
PLSCT00000011066	GO:0005506,GO:0016705,GO:0020037,GO:0055114
PLSCT00000013198	GO:0009765,GO:0016020
PLSCT00000014395	GO:0005634,GO:0008270,GO:0018024,GO:0034968
PLSCT00000012914	GO:0004672,GO:0005524,GO:0006468,GO:0004672,GO:0006468
PLSCT00000010966	GO:0003735,GO:0005622,GO:0005840,GO:0006414
PLSCT00000000923	GO:0004601,GO:0006979,GO:0020037,GO:0055114,GO:0004601,GO:0042744
PLSCT00000019602	GO:0003723,GO:0005634,GO:0042255
PLSCT00000011717	GO:0005506,GO:0016705,GO:0020037,GO:0055114,GO:0016705,GO:0055114
PLSCT00000016008	GO:0003824,GO:0050662
PLSCT00000002514	GO:0006662,GO:0015035,GO:0045454,GO:0045454
PLSCT00000015646	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0000166,GO:0004815,GO:0005524,GO:0005737,GO:0006422
PLSCT00000004486	GO:0003676,GO:0005524
PLSCT00000005556	GO:0005634
PLSCT00000001170	GO:0000287,GO:0010333,GO:0016829,GO:0008152,GO:0010333,GO:0016829
PLSCT00000008563	GO:0005777,GO:0010468
PLSCT00000009488	GO:0005515
PLSCT00000010604	GO:0005886,GO:0008565,GO:0009306,GO:0015031,GO:0016021,GO:0008565,GO:0015031
PLSCT00000011952	GO:0003824,GO:0003855,GO:0004764,GO:0055114
PLSCT00000004837	GO:0005515
PLSCT00000006092	GO:0000145,GO:0006904,GO:0015031
PLSCT00000012139	GO:0003677,GO:0005524,GO:0006259,GO:0008094,GO:0003677,GO:0005524,GO:0006281,GO:0008094,GO:0003697,GO:0005524,GO:0006281
PLSCT00000012642	GO:0003677
PLSCT00000019635	GO:0016791
PLSCT00000002020	GO:0003824,GO:0005515
PLSCT00000008984	GO:0000166,GO:0003676,GO:0003723,GO:0005634,GO:0005737,GO:0006396,GO:0003729
PLSCT00000006152	GO:0005783,GO:0016853,GO:0045454
PLSCT00000003593	GO:0046982
PLSCT00000009009	GO:0000398
PLSCT00000013192	GO:0004657,GO:0006562
PLSCT00000014939	GO:0003678,GO:0005524,GO:0043141
PLSCT00000008137	GO:0000166,GO:0000166,GO:0046872,GO:0006812,GO:0016021,GO:0016887,GO:0016021
PLSCT00000021399	GO:0003735,GO:0005622,GO:0005840,GO:0006412
PLSCT00000014301	GO:0005515
PLSCT00000012012	GO:0003824,GO:0033926
PLSCT00000006685	GO:0008152
PLSCT00000001370	GO:0003677
PLSCT00000013452	GO:0016020
PLSCT00000001782	GO:0003723
PLSCT00000014767	GO:0005484,GO:0005794,GO:0006810,GO:0005515,GO:0006886,GO:0016020,GO:0016020,GO:0016192
PLSCT00000003089	GO:0004784,GO:0006801,GO:0046872,GO:0055114
PLSCT00000009123	GO:0005096
PLSCT00000018607	GO:0005488,GO:0005524
PLSCT00000014073	GO:0005515
PLSCT00000018008	GO:0015031,GO:0016021
PLSCT00000005936	GO:0003677
PLSCT00000000567	GO:0008080
PLSCT00000009692	GO:0003677
PLSCT00000004536	GO:0005515
PLSCT00000003162	GO:0005524
PLSCT00000010970	GO:0003824,GO:0004540,GO:0008033
PLSCT00000013732	GO:0004672,GO:0005524,GO:0006468
PLSCT00000004193	GO:0003824,GO:0004722,GO:0006470
PLSCT00000015439	GO:0004252,GO:0006508
