PLSCT00000016654	PFAM:PF02666
PLSCT00000021019	PFAM:PF11945
PLSCT00000016520	PFAM:PF07386
PLSCT00000013601	PFAM:PF00311
PLSCT00000002675	PFAM:PF01040
PLSCT00000002373	PFAM:PF01936
PLSCT00000016941	PFAM:PF01676,PFAM:PF06415
PLSCT00000008552	PFAM:PF00450
PLSCT00000019311	PFAM:PF01612
PLSCT00000000689	PFAM:PF04190
PLSCT00000006666	PFAM:PF04667
PLSCT00000014681	PFAM:PF04689
PLSCT00000016466	PFAM:PF00498
PLSCT00000016166	PFAM:PF14938
PLSCT00000010880	PFAM:PF04674
PLSCT00000000655	PFAM:PF07058
PLSCT00000010281	PFAM:PF01425
PLSCT00000008646	PFAM:PF13432
PLSCT00000006765	PFAM:PF00046
PLSCT00000010067	PFAM:PF00654
PLSCT00000018304	PFAM:PF00254
PLSCT00000007224	PFAM:PF00439,PFAM:PF00628,PFAM:PF15612
PLSCT00000009688	PFAM:PF00132
PLSCT00000001796	PFAM:PF01327
PLSCT00000021379	PFAM:PF08326
PLSCT00000007723	PFAM:PF00076
PLSCT00000008007	PFAM:PF08241
PLSCT00000010319	PFAM:PF01066
PLSCT00000017844	PFAM:PF01764
PLSCT00000010112	PFAM:PF00005,PFAM:PF00664
PLSCT00000002496	PFAM:PF04627
PLSCT00000010288	PFAM:PF00005,PFAM:PF01061
PLSCT00000020755	PFAM:PF04414
PLSCT00000003303	PFAM:PF02389
PLSCT00000021216	PFAM:PF00281,PFAM:PF00673
PLSCT00000019755	PFAM:PF01282
PLSCT00000000454	PFAM:PF00069,PFAM:PF13499
PLSCT00000009333	PFAM:PF00365
PLSCT00000020819	PFAM:PF00004
PLSCT00000006209	PFAM:PF00005,PFAM:PF06472
PLSCT00000014700	PFAM:PF05964,PFAM:PF05965
PLSCT00000009121	PFAM:PF02566
PLSCT00000002331	PFAM:PF00403
PLSCT00000008409	PFAM:PF00464
PLSCT00000004991	PFAM:PF05627
PLSCT00000007974	PFAM:PF00614,PFAM:PF00656,PFAM:PF13091
PLSCT00000002416	PFAM:PF02705
PLSCT00000007331	PFAM:PF03178
PLSCT00000015099	PFAM:PF00168
PLSCT00000018234	PFAM:PF00830
PLSCT00000005629	PFAM:PF00069
PLSCT00000000225	PFAM:PF00326
PLSCT00000021543	PFAM:PF01015
PLSCT00000001852	PFAM:PF01940
PLSCT00000013688	PFAM:PF00179
PLSCT00000004323	PFAM:PF00903
PLSCT00000009208	PFAM:PF00069
PLSCT00000007740	PFAM:PF00076
PLSCT00000003944	PFAM:PF01490
PLSCT00000018959	PFAM:PF03638
PLSCT00000003923	PFAM:PF12697
PLSCT00000003374	PFAM:PF08585
PLSCT00000015690	PFAM:PF00081,PFAM:PF02777
PLSCT00000017698	PFAM:PF00320,PFAM:PF13919
PLSCT00000013356	PFAM:PF13774
PLSCT00000006196	PFAM:PF00173
PLSCT00000013559	PFAM:PF02002
PLSCT00000007427	PFAM:PF00043,PFAM:PF02798
PLSCT00000014924	PFAM:PF04884
PLSCT00000019220	PFAM:PF03016
PLSCT00000010863	PFAM:PF04938
PLSCT00000018716	PFAM:PF00557
PLSCT00000012390	PFAM:PF00654
PLSCT00000011512	PFAM:PF14249
PLSCT00000018695	PFAM:PF01485
PLSCT00000003987	PFAM:PF07714
PLSCT00000009895	PFAM:PF07223
PLSCT00000021143	PFAM:PF00107,PFAM:PF08240
PLSCT00000009591	PFAM:PF01326
PLSCT00000003762	PFAM:PF13716
PLSCT00000006791	PFAM:PF00270
PLSCT00000014691	PFAM:PF03901
PLSCT00000000631	PFAM:PF00076,PFAM:PF15519
PLSCT00000012585	PFAM:PF03109
PLSCT00000010793	PFAM:PF00141
PLSCT00000015567	PFAM:PF01467
PLSCT00000020211	PFAM:PF03486
PLSCT00000002410	PFAM:PF06524
PLSCT00000009441	PFAM:PF00646
PLSCT00000006456	PFAM:PF00488,PFAM:PF01624,PFAM:PF05188,PFAM:PF05190,PFAM:PF05192
PLSCT00000006816	PFAM:PF01061
PLSCT00000010285	PFAM:PF00141
PLSCT00000000427	PFAM:PF00996
PLSCT00000014747	PFAM:PF02896
PLSCT00000017177	PFAM:PF00004
PLSCT00000021580	PFAM:PF00072
PLSCT00000014517	PFAM:PF00118
PLSCT00000011485	PFAM:PF00005
PLSCT00000017038	PFAM:PF04791
PLSCT00000012346	PFAM:PF00076
PLSCT00000003170	PFAM:PF01553,PFAM:PF12710
PLSCT00000008245	PFAM:PF12638
PLSCT00000016420	PFAM:PF04733
PLSCT00000007666	PFAM:PF00134,PFAM:PF16899
PLSCT00000019809	PFAM:PF00149
PLSCT00000019500	PFAM:PF00085
PLSCT00000010198	PFAM:PF06487
PLSCT00000004295	PFAM:PF00293
PLSCT00000019588	PFAM:PF09785
PLSCT00000008235	PFAM:PF00288
PLSCT00000003200	PFAM:PF00176,PFAM:PF00271
PLSCT00000018165	PFAM:PF02581,PFAM:PF08543
PLSCT00000009687	PFAM:PF02431
PLSCT00000005792	PFAM:PF07714
PLSCT00000010874	PFAM:PF07798
PLSCT00000012301	PFAM:PF00657
PLSCT00000013898	PFAM:PF00294
PLSCT00000017213	PFAM:PF01008,PFAM:PF01636
PLSCT00000003732	PFAM:PF00254
PLSCT00000015160	PFAM:PF16661
PLSCT00000021509	PFAM:PF03106
PLSCT00000005537	PFAM:PF00657
PLSCT00000005922	PFAM:PF00335
PLSCT00000002826	PFAM:PF03106
PLSCT00000019805	PFAM:PF01545
PLSCT00000001718	PFAM:PF00407,PFAM:PF10604
PLSCT00000007926	PFAM:PF00069
PLSCT00000003321	PFAM:PF13409,PFAM:PF13410
PLSCT00000011430	PFAM:PF01988
PLSCT00000004215	PFAM:PF06426
PLSCT00000021573	PFAM:PF00995
PLSCT00000016825	PFAM:PF04177
PLSCT00000017677	PFAM:PF01379,PFAM:PF03900
PLSCT00000019392	PFAM:PF00646,PFAM:PF01344
PLSCT00000011694	PFAM:PF00069
PLSCT00000015242	PFAM:PF02519
PLSCT00000015806	PFAM:PF05697
PLSCT00000015795	PFAM:PF00106
PLSCT00000002420	PFAM:PF00514,PFAM:PF07714
PLSCT00000013133	PFAM:PF02797
PLSCT00000013470	PFAM:PF01981
PLSCT00000008862	PFAM:PF00571
PLSCT00000017778	PFAM:PF00122,PFAM:PF00689,PFAM:PF00702
PLSCT00000007764	PFAM:PF13513
PLSCT00000009661	PFAM:PF00481
PLSCT00000009598	PFAM:PF04597
PLSCT00000019656	PFAM:PF16363
PLSCT00000009194	PFAM:PF02705
PLSCT00000019542	PFAM:PF01535,PFAM:PF13041,PFAM:PF14432
PLSCT00000004895	PFAM:PF05600
PLSCT00000007078	PFAM:PF00692
PLSCT00000012226	PFAM:PF01249
PLSCT00000009608	PFAM:PF00400
PLSCT00000006458	PFAM:PF00443
PLSCT00000003355	PFAM:PF00069
PLSCT00000019814	PFAM:PF00106
PLSCT00000013521	PFAM:PF13867
PLSCT00000021146	PFAM:PF07837
PLSCT00000021348	PFAM:PF03335,PFAM:PF08400
PLSCT00000014978	PFAM:PF02536
PLSCT00000000394	PFAM:PF02365
PLSCT00000018925	PFAM:PF04607,PFAM:PF13328
PLSCT00000002168	PFAM:PF04756
PLSCT00000002815	PFAM:PF04117
PLSCT00000002626	PFAM:PF00076
PLSCT00000017505	PFAM:PF08186
PLSCT00000017112	PFAM:PF00067
PLSCT00000001121	PFAM:PF02463,PFAM:PF06470
PLSCT00000011519	PFAM:PF07714
PLSCT00000004008	PFAM:PF00472,PFAM:PF03462
PLSCT00000001217	PFAM:PF01676,PFAM:PF06415
PLSCT00000020739	PFAM:PF00781
PLSCT00000020371	PFAM:PF03031
PLSCT00000015954	PFAM:PF00249
PLSCT00000016573	PFAM:PF06925
PLSCT00000000542	PFAM:PF03055
PLSCT00000016948	PFAM:PF00588
PLSCT00000003709	PFAM:PF00703
PLSCT00000009922	PFAM:PF01872,PFAM:PF08719
PLSCT00000021250	PFAM:PF00297
PLSCT00000005836	PFAM:PF00270,PFAM:PF08148
PLSCT00000002972	PFAM:PF04640
PLSCT00000019525	PFAM:PF16177
PLSCT00000020708	PFAM:PF13774
PLSCT00000001838	PFAM:PF08534
PLSCT00000000415	PFAM:PF00808
PLSCT00000017166	PFAM:PF02184
PLSCT00000009917	PFAM:PF00121
PLSCT00000015706	PFAM:PF14360
PLSCT00000020359	PFAM:PF12796
PLSCT00000005246	PFAM:PF13639
PLSCT00000001788	PFAM:PF04152
PLSCT00000001609	PFAM:PF07714,PFAM:PF13855
PLSCT00000009306	PFAM:PF00225
PLSCT00000015554	PFAM:PF05922
PLSCT00000013602	PFAM:PF00311
PLSCT00000021092	PFAM:PF13401
PLSCT00000002464	PFAM:PF00164
PLSCT00000007541	PFAM:PF00118
PLSCT00000013499	PFAM:PF00534,PFAM:PF08323
PLSCT00000002599	PFAM:PF00005,PFAM:PF14510
PLSCT00000013255	PFAM:PF01138
PLSCT00000013593	PFAM:PF02815
PLSCT00000018057	PFAM:PF00400
PLSCT00000011686	PFAM:PF02785,PFAM:PF02786
PLSCT00000008592	PFAM:PF01926
PLSCT00000020835	PFAM:PF00155
PLSCT00000000227	PFAM:PF00400,PFAM:PF12937
PLSCT00000010820	PFAM:PF16401
PLSCT00000006402	PFAM:PF07000
PLSCT00000014763	PFAM:PF00324
PLSCT00000021186	PFAM:PF00400
PLSCT00000015660	PFAM:PF12972
PLSCT00000002784	PFAM:PF01602,PFAM:PF02296,PFAM:PF02883
PLSCT00000018333	PFAM:PF04777
PLSCT00000020178	PFAM:PF00046,PFAM:PF01852
PLSCT00000019398	PFAM:PF02181
PLSCT00000011191	PFAM:PF00676
PLSCT00000003443	PFAM:PF00270
PLSCT00000000997	PFAM:PF00285,PFAM:PF00549
PLSCT00000000842	PFAM:PF00025
PLSCT00000010899	PFAM:PF10198
PLSCT00000013725	PFAM:PF11955
PLSCT00000011759	PFAM:PF00069
PLSCT00000018292	PFAM:PF02934
PLSCT00000005091	PFAM:PF13202
PLSCT00000007016	PFAM:PF02225,PFAM:PF04258
PLSCT00000002959	PFAM:PF00468
PLSCT00000004626	PFAM:PF03105,PFAM:PF13445
PLSCT00000010811	PFAM:PF00534,PFAM:PF00862
PLSCT00000017776	PFAM:PF03876,PFAM:PF08292
PLSCT00000017637	PFAM:PF08245
PLSCT00000014274	PFAM:PF03151
PLSCT00000002273	PFAM:PF01532
PLSCT00000002292	PFAM:PF00561
PLSCT00000016305	PFAM:PF13516
PLSCT00000013317	PFAM:PF00249
PLSCT00000015309	PFAM:PF01357,PFAM:PF03330
PLSCT00000011026	PFAM:PF00782
PLSCT00000004285	PFAM:PF00155
PLSCT00000020481	PFAM:PF08326
PLSCT00000010227	PFAM:PF00626,PFAM:PF04811,PFAM:PF04815,PFAM:PF08033
PLSCT00000016682	PFAM:PF08699,PFAM:PF16486
PLSCT00000009358	PFAM:PF00780
PLSCT00000007298	PFAM:PF04614
PLSCT00000015525	PFAM:PF02816
PLSCT00000020124	PFAM:PF08417
PLSCT00000003947	PFAM:PF03109
PLSCT00000009720	PFAM:PF00141
PLSCT00000004151	PFAM:PF00454
PLSCT00000014152	PFAM:PF00231
PLSCT00000006710	PFAM:PF00125
PLSCT00000012577	PFAM:PF03798
PLSCT00000000807	PFAM:PF00168
PLSCT00000014576	PFAM:PF00274
PLSCT00000016433	PFAM:PF00069,PFAM:PF01546
PLSCT00000005687	PFAM:PF14566
PLSCT00000014958	PFAM:PF03881
PLSCT00000019600	PFAM:PF02683
PLSCT00000020754	PFAM:PF00025
PLSCT00000016748	PFAM:PF03357
PLSCT00000011691	PFAM:PF03635
PLSCT00000000619	PFAM:PF10250
PLSCT00000015647	PFAM:PF02990
PLSCT00000004248	PFAM:PF03069
PLSCT00000010862	PFAM:PF01490
PLSCT00000011913	PFAM:PF01846
PLSCT00000002452	PFAM:PF00328
PLSCT00000003031	PFAM:PF00071,PFAM:PF08355,PFAM:PF08356
PLSCT00000019139	PFAM:PF00891,PFAM:PF08100
PLSCT00000014557	PFAM:PF03016
PLSCT00000018003	PFAM:PF00542,PFAM:PF16320
PLSCT00000012623	PFAM:PF12796
PLSCT00000018508	PFAM:PF14308
PLSCT00000018220	PFAM:PF03055
PLSCT00000015886	PFAM:PF00067
PLSCT00000015988	PFAM:PF00224,PFAM:PF02887
PLSCT00000015671	PFAM:PF01694
PLSCT00000017018	PFAM:PF13041,PFAM:PF13812
PLSCT00000015379	PFAM:PF01922
PLSCT00000007302	PFAM:PF02536
PLSCT00000002227	PFAM:PF00705,PFAM:PF02747
PLSCT00000002282	PFAM:PF10155
PLSCT00000015268	PFAM:PF00027
PLSCT00000002977	PFAM:PF00249
PLSCT00000010715	PFAM:PF01200
PLSCT00000006850	PFAM:PF00854
PLSCT00000021073	PFAM:PF00847
PLSCT00000009785	PFAM:PF13637
PLSCT00000010207	PFAM:PF04689
PLSCT00000006853	PFAM:PF00400
PLSCT00000018297	PFAM:PF04185
PLSCT00000001648	PFAM:PF00076,PFAM:PF07744
PLSCT00000010780	PFAM:PF01490
PLSCT00000007209	PFAM:PF00566
PLSCT00000009600	PFAM:PF00941,PFAM:PF01315,PFAM:PF02738,PFAM:PF03450
PLSCT00000016538	PFAM:PF04749
PLSCT00000019621	PFAM:PF00227,PFAM:PF10584
PLSCT00000005100	PFAM:PF00632
PLSCT00000011492	PFAM:PF00226
PLSCT00000008547	PFAM:PF03763
PLSCT00000009205	PFAM:PF04676,PFAM:PF04677
PLSCT00000012945	PFAM:PF08217
PLSCT00000009408	PFAM:PF04515
PLSCT00000004361	PFAM:PF12929
PLSCT00000018239	PFAM:PF02364,PFAM:PF14288
PLSCT00000015095	PFAM:PF10294
PLSCT00000004131	PFAM:PF01124
PLSCT00000019037	PFAM:PF04142
PLSCT00000013550	PFAM:PF00400
PLSCT00000008194	PFAM:PF00005
PLSCT00000015121	PFAM:PF02466
PLSCT00000004643	PFAM:PF03770
PLSCT00000001903	PFAM:PF04142
PLSCT00000018164	PFAM:PF00400,PFAM:PF08614
PLSCT00000020690	PFAM:PF02518
PLSCT00000001450	PFAM:PF00326,PFAM:PF02897
PLSCT00000002906	PFAM:PF01222
PLSCT00000021289	PFAM:PF14675,PFAM:PF14679
PLSCT00000002836	PFAM:PF06203
PLSCT00000004052	PFAM:PF00534,PFAM:PF08323
PLSCT00000004387	PFAM:PF00107,PFAM:PF08240
PLSCT00000016068	PFAM:PF10674
PLSCT00000008621	PFAM:PF00190
PLSCT00000018446	PFAM:PF10250
PLSCT00000019607	PFAM:PF10408
PLSCT00000005216	PFAM:PF12432
PLSCT00000011697	PFAM:PF02353
PLSCT00000004114	PFAM:PF00326
PLSCT00000007907	PFAM:PF04101,PFAM:PF06925
PLSCT00000017890	PFAM:PF01073
PLSCT00000018117	PFAM:PF00400
PLSCT00000007567	PFAM:PF00926
PLSCT00000015885	PFAM:PF00400
PLSCT00000009247	PFAM:PF00122,PFAM:PF00702,PFAM:PF16209,PFAM:PF16212
PLSCT00000006070	PFAM:PF00561
PLSCT00000003756	PFAM:PF12854,PFAM:PF13041,PFAM:PF13812
PLSCT00000020840	PFAM:PF09353
PLSCT00000009214	PFAM:PF02535
PLSCT00000018320	PFAM:PF04695
PLSCT00000003633	PFAM:PF01217
PLSCT00000014954	PFAM:PF00504
PLSCT00000014908	PFAM:PF08699,PFAM:PF16486
PLSCT00000009621	PFAM:PF03029
PLSCT00000007045	PFAM:PF11371
PLSCT00000020483	PFAM:PF00804,PFAM:PF13417
PLSCT00000006865	PFAM:PF00122,PFAM:PF16209
PLSCT00000021005	PFAM:PF06068
PLSCT00000013604	PFAM:PF04379
PLSCT00000002986	PFAM:PF00249
PLSCT00000021493	PFAM:PF03807
PLSCT00000003856	PFAM:PF03195
PLSCT00000002991	PFAM:PF00248
PLSCT00000007394	PFAM:PF00560,PFAM:PF08263,PFAM:PF13855
PLSCT00000004509	PFAM:PF00153
PLSCT00000007309	PFAM:PF00240,PFAM:PF00627,PFAM:PF09668
PLSCT00000016685	PFAM:PF05996
PLSCT00000014501	PFAM:PF01602
PLSCT00000012963	PFAM:PF08240,PFAM:PF13602
PLSCT00000017375	PFAM:PF00512,PFAM:PF05231
PLSCT00000009213	PFAM:PF02535
PLSCT00000008588	PFAM:PF04446
PLSCT00000007494	PFAM:PF09336
PLSCT00000009437	PFAM:PF01105
PLSCT00000005890	PFAM:PF04124
PLSCT00000004126	PFAM:PF00504
PLSCT00000006635	PFAM:PF00722,PFAM:PF06955
PLSCT00000005898	PFAM:PF00560,PFAM:PF08263
PLSCT00000002415	PFAM:PF01597
PLSCT00000005390	PFAM:PF00240,PFAM:PF06424,PFAM:PF13181
PLSCT00000021561	PFAM:PF00995
PLSCT00000009416	PFAM:PF03351,PFAM:PF10348
PLSCT00000007491	PFAM:PF00466
PLSCT00000004441	PFAM:PF09465
PLSCT00000017582	PFAM:PF03092
PLSCT00000021199	PFAM:PF06858
PLSCT00000007486	PFAM:PF00249
PLSCT00000013028	PFAM:PF00225
PLSCT00000015194	PFAM:PF02005
PLSCT00000008112	PFAM:PF00083
PLSCT00000011300	PFAM:PF03151
PLSCT00000001085	PFAM:PF00141
PLSCT00000001724	PFAM:PF00730
PLSCT00000009026	PFAM:PF01501
PLSCT00000008101	PFAM:PF00400,PFAM:PF08145
PLSCT00000019408	PFAM:PF00076
PLSCT00000019164	PFAM:PF13848
PLSCT00000002150	PFAM:PF00166
PLSCT00000011584	PFAM:PF01916
PLSCT00000016315	PFAM:PF01546,PFAM:PF07687
PLSCT00000011490	PFAM:PF13180
PLSCT00000006900	PFAM:PF10046
PLSCT00000015966	PFAM:PF02891
PLSCT00000013096	PFAM:PF01055,PFAM:PF13802,PFAM:PF16863
PLSCT00000000399	PFAM:PF03141
PLSCT00000005381	PFAM:PF01743
PLSCT00000013789	PFAM:PF13426
PLSCT00000011474	PFAM:PF00393,PFAM:PF03446
PLSCT00000020636	PFAM:PF13041
PLSCT00000003513	PFAM:PF00069,PFAM:PF13947
PLSCT00000006840	PFAM:PF02373,PFAM:PF10497
PLSCT00000013503	PFAM:PF00004
PLSCT00000008839	PFAM:PF00856
PLSCT00000000845	PFAM:PF02824,PFAM:PF16897
PLSCT00000016925	PFAM:PF00067
PLSCT00000005340	PFAM:PF14932
PLSCT00000014921	PFAM:PF01357,PFAM:PF03330
PLSCT00000010559	PFAM:PF00270,PFAM:PF00271,PFAM:PF08147
PLSCT00000011489	PFAM:PF00179
PLSCT00000000822	PFAM:PF01554
PLSCT00000001294	PFAM:PF07714
PLSCT00000016450	PFAM:PF05664
PLSCT00000001506	PFAM:PF08670
PLSCT00000016693	PFAM:PF05368
PLSCT00000011876	PFAM:PF04535
PLSCT00000001473	PFAM:PF00076
PLSCT00000016269	PFAM:PF03914
PLSCT00000006703	PFAM:PF00224
PLSCT00000004686	PFAM:PF07876
PLSCT00000008769	PFAM:PF07712
PLSCT00000010380	PFAM:PF01015
PLSCT00000004994	PFAM:PF00984,PFAM:PF03720,PFAM:PF03721
PLSCT00000003724	PFAM:PF06574
PLSCT00000017989	PFAM:PF00917
PLSCT00000011030	PFAM:PF03953
PLSCT00000010548	PFAM:PF04757
PLSCT00000016683	PFAM:PF02171
PLSCT00000002060	PFAM:PF00112
PLSCT00000014720	PFAM:PF00415
PLSCT00000009000	PFAM:PF00400
PLSCT00000012679	PFAM:PF00069
PLSCT00000006766	PFAM:PF00708
PLSCT00000014975	PFAM:PF13266
PLSCT00000008842	PFAM:PF13589
PLSCT00000021523	PFAM:PF00806,PFAM:PF07990
PLSCT00000005167	PFAM:PF07714
PLSCT00000003079	PFAM:PF00753
PLSCT00000020463	PFAM:PF00675
PLSCT00000003478	PFAM:PF06799
PLSCT00000003192	PFAM:PF03381
PLSCT00000018187	PFAM:PF00069
PLSCT00000016609	PFAM:PF00226,PFAM:PF13432
PLSCT00000011068	PFAM:PF04548
PLSCT00000018980	PFAM:PF00335
PLSCT00000005515	PFAM:PF16203
PLSCT00000012665	PFAM:PF00276
PLSCT00000020382	PFAM:PF04765
PLSCT00000008519	PFAM:PF00153
PLSCT00000009975	PFAM:PF02383
PLSCT00000004481	PFAM:PF04545
PLSCT00000006045	PFAM:PF00815
PLSCT00000019788	PFAM:PF00494
PLSCT00000010804	PFAM:PF00650,PFAM:PF03765
PLSCT00000000850	PFAM:PF01762
PLSCT00000011612	PFAM:PF00520
PLSCT00000018475	PFAM:PF13499
PLSCT00000005948	PFAM:PF16363
PLSCT00000001175	PFAM:PF00923
PLSCT00000007313	PFAM:PF09419
PLSCT00000003770	PFAM:PF14309,PFAM:PF14383
PLSCT00000000752	PFAM:PF00847
PLSCT00000006317	PFAM:PF13452
PLSCT00000000735	PFAM:PF02628
PLSCT00000007097	PFAM:PF10163
PLSCT00000012716	PFAM:PF04101
PLSCT00000001608	PFAM:PF08238
PLSCT00000006284	PFAM:PF00046,PFAM:PF01852,PFAM:PF08670
PLSCT00000007697	PFAM:PF04707
PLSCT00000019170	PFAM:PF12368
PLSCT00000002438	PFAM:PF09335
PLSCT00000020342	PFAM:PF00012
PLSCT00000009524	PFAM:PF12796
PLSCT00000004231	PFAM:PF11016
PLSCT00000011891	PFAM:PF10474
PLSCT00000003292	PFAM:PF01602,PFAM:PF08752,PFAM:PF16381
PLSCT00000004847	PFAM:PF01774
PLSCT00000014062	PFAM:PF01984
PLSCT00000001197	PFAM:PF10250
PLSCT00000003191	PFAM:PF01569
PLSCT00000004706	PFAM:PF00153
PLSCT00000017493	PFAM:PF03998
PLSCT00000016931	PFAM:PF13520
PLSCT00000021118	PFAM:PF13839
PLSCT00000002397	PFAM:PF00288,PFAM:PF08544
PLSCT00000009697	PFAM:PF04577
PLSCT00000004737	PFAM:PF00561
PLSCT00000014822	PFAM:PF01454
PLSCT00000019449	PFAM:PF00481
PLSCT00000002030	PFAM:PF00025
PLSCT00000001389	PFAM:PF00406
PLSCT00000015507	PFAM:PF13499,PFAM:PF13833
PLSCT00000008721	PFAM:PF01535,PFAM:PF13041,PFAM:PF14432
PLSCT00000013747	PFAM:PF03016
PLSCT00000004733	PFAM:PF09138
PLSCT00000017629	PFAM:PF13202
PLSCT00000006807	PFAM:PF00069
PLSCT00000015911	PFAM:PF13347
PLSCT00000008076	PFAM:PF16983
PLSCT00000011127	PFAM:PF11891
PLSCT00000008237	PFAM:PF00459
PLSCT00000002173	PFAM:PF13460
PLSCT00000020566	PFAM:PF11705
PLSCT00000000233	PFAM:PF00501
PLSCT00000013583	PFAM:PF01551
PLSCT00000003688	PFAM:PF03055
PLSCT00000015593	PFAM:PF01189
PLSCT00000020917	PFAM:PF00025
PLSCT00000002268	PFAM:PF00249
PLSCT00000016426	PFAM:PF00476
PLSCT00000004832	PFAM:PF01545
PLSCT00000006338	PFAM:PF10075
PLSCT00000013921	PFAM:PF01159,PFAM:PF03868
PLSCT00000001914	PFAM:PF07856
PLSCT00000017687	PFAM:PF06552
PLSCT00000016992	PFAM:PF00575,PFAM:PF05843
PLSCT00000013142	PFAM:PF00805,PFAM:PF02214
PLSCT00000005588	PFAM:PF00011
PLSCT00000018598	PFAM:PF01738
PLSCT00000012930	PFAM:PF05773
PLSCT00000018196	PFAM:PF08694
PLSCT00000013273	PFAM:PF10238
PLSCT00000018403	PFAM:PF00091,PFAM:PF03953
PLSCT00000004027	PFAM:PF06047
PLSCT00000001404	PFAM:PF04376
PLSCT00000009962	PFAM:PF00141
PLSCT00000017500	PFAM:PF00687
PLSCT00000014586	PFAM:PF04755
PLSCT00000017562	PFAM:PF00400
PLSCT00000012923	PFAM:PF00400,PFAM:PF01363,PFAM:PF02138,PFAM:PF14844
PLSCT00000004178	PFAM:PF00009,PFAM:PF03143,PFAM:PF03144
PLSCT00000019035	PFAM:PF00071
PLSCT00000013203	PFAM:PF03514
PLSCT00000014818	PFAM:PF12796,PFAM:PF13962
PLSCT00000018093	PFAM:PF00022
PLSCT00000001644	PFAM:PF00149
PLSCT00000014258	PFAM:PF08626
PLSCT00000002412	PFAM:PF01370
PLSCT00000004398	PFAM:PF00407
PLSCT00000004001	PFAM:PF00400,PFAM:PF04003,PFAM:PF13360
PLSCT00000020220	PFAM:PF04193
PLSCT00000007512	PFAM:PF00134,PFAM:PF16899
PLSCT00000004133	PFAM:PF00076,PFAM:PF05183
PLSCT00000008556	PFAM:PF01593
PLSCT00000003977	PFAM:PF10250
PLSCT00000013701	PFAM:PF01043,PFAM:PF07516,PFAM:PF07517
PLSCT00000007720	PFAM:PF00069
PLSCT00000010483	PFAM:PF01593
PLSCT00000021514	PFAM:PF02815
PLSCT00000007752	PFAM:PF04998
PLSCT00000017231	PFAM:PF00827
PLSCT00000017591	PFAM:PF06799
PLSCT00000018282	PFAM:PF00069
PLSCT00000021007	PFAM:PF03129,PFAM:PF13393
PLSCT00000012769	PFAM:PF01602,PFAM:PF02883
PLSCT00000005821	PFAM:PF03552
PLSCT00000013833	PFAM:PF00230
PLSCT00000004716	PFAM:PF15072
PLSCT00000005905	PFAM:PF00348
PLSCT00000003514	PFAM:PF01490
PLSCT00000019208	PFAM:PF00136,PFAM:PF12254
PLSCT00000007116	PFAM:PF00107
PLSCT00000018521	PFAM:PF06650
PLSCT00000005038	PFAM:PF00847
PLSCT00000011654	PFAM:PF00270,PFAM:PF00271,PFAM:PF16124
PLSCT00000009341	PFAM:PF07992
PLSCT00000006438	PFAM:PF00009,PFAM:PF03144,PFAM:PF11987
PLSCT00000021335	PFAM:PF00847
PLSCT00000010762	PFAM:PF02517
PLSCT00000002419	PFAM:PF00156
PLSCT00000006633	PFAM:PF09816
PLSCT00000019490	PFAM:PF00069
PLSCT00000013648	PFAM:PF03200
PLSCT00000002581	PFAM:PF03908
PLSCT00000003206	PFAM:PF01803
PLSCT00000015388	PFAM:PF04101
PLSCT00000014401	PFAM:PF00534,PFAM:PF08323
PLSCT00000001904	PFAM:PF00067
PLSCT00000006446	PFAM:PF01699
PLSCT00000013879	PFAM:PF05178,PFAM:PF12936
PLSCT00000007617	PFAM:PF00179
PLSCT00000012019	PFAM:PF13428
PLSCT00000010043	PFAM:PF13561
PLSCT00000001777	PFAM:PF11852
PLSCT00000010933	PFAM:PF00080
PLSCT00000002859	PFAM:PF01535,PFAM:PF13041,PFAM:PF14432
PLSCT00000004172	PFAM:PF01778
PLSCT00000015604	PFAM:PF00011
PLSCT00000018295	PFAM:PF00443
PLSCT00000020188	PFAM:PF00013,PFAM:PF10469
PLSCT00000006298	PFAM:PF00069
PLSCT00000001104	PFAM:PF01565,PFAM:PF04030
PLSCT00000002074	PFAM:PF00535
PLSCT00000014538	PFAM:PF10046
PLSCT00000000448	PFAM:PF04857
PLSCT00000009033	PFAM:PF00628
PLSCT00000012122	PFAM:PF00574
PLSCT00000014137	PFAM:PF01554
PLSCT00000002729	PFAM:PF14641
PLSCT00000005248	PFAM:PF01217
PLSCT00000005212	PFAM:PF12432
PLSCT00000021372	PFAM:PF06102
PLSCT00000000382	PFAM:PF01417
PLSCT00000006708	PFAM:PF12796
PLSCT00000004852	PFAM:PF00646
PLSCT00000020277	PFAM:PF05183
PLSCT00000008480	PFAM:PF00112
PLSCT00000002105	PFAM:PF00120
PLSCT00000009075	PFAM:PF10507
PLSCT00000006621	PFAM:PF13855
PLSCT00000006096	PFAM:PF00076
PLSCT00000006793	PFAM:PF04628
PLSCT00000018652	PFAM:PF03949
PLSCT00000011130	PFAM:PF01529
PLSCT00000006965	PFAM:PF00069
PLSCT00000012828	PFAM:PF04129
PLSCT00000016340	PFAM:PF02670,PFAM:PF08436,PFAM:PF13288
PLSCT00000012222	PFAM:PF00230
PLSCT00000003324	PFAM:PF00076
PLSCT00000002987	PFAM:PF00249,PFAM:PF14379
PLSCT00000001242	PFAM:PF02714,PFAM:PF13967
PLSCT00000017378	PFAM:PF03641
